Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
40002#Chapter II#Chapter II Neoplasms,European,ptv5pcnt,Chapter II Neoplasms,0.0224,272460,5680,8,0.00140845070422535,266780,156,0.000584751480620736,2.4106,1.184,4.9081
40006#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour,European,ptv5pcnt,Chapter II Neoplasms,0.0705,284376,3714,5,0.00134625740441572,280662,163,0.000580769751516059,2.3198,0.9522,5.6518
40006#C154#Malignant neoplasm: Middle third of oesophagus,European,ptv5pcnt,Chapter II Neoplasms,0.0997,341866,186,1,0.00537634408602151,341680,192,0.000561929290564271,9.614,1.3402,68.9646
40006#C21#Malignant neoplasm of anus and anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0142,279214,315,2,0.00634920634920635,278899,157,0.000562927798235203,11.3446,2.8,45.9644
40006#C211#Malignant neoplasm: Anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0043,275923,175,2,0.0114285714285714,275748,149,0.000540348434077491,21.3833,5.2565,86.9864
40006#C34#Malignant neoplasm of bronchus and lung,European,ptv5pcnt,Chapter II Neoplasms,0.0651,309500,4928,6,0.00121753246753247,304572,171,0.000561443599542965,2.17,0.9609,4.9003
40006#C341#Malignant neoplasm: Upper lobe bronchus or lung,European,ptv5pcnt,Chapter II Neoplasms,0.0124,315985,2402,5,0.00208159866777685,313583,174,0.000554877018205706,3.7572,1.543,9.1488
40006#C672#Malignant neoplasm: Lateral wall of bladder,European,ptv5pcnt,Chapter II Neoplasms,0.0614,211055,107,1,0.00934579439252336,210948,124,0.000587822591349527,16.0396,2.221,115.8316
40006#C844#Peripheral T-cell lymphoma not elsewhere classified,European,ptv5pcnt,Chapter II Neoplasms,0.0623,247992,113,1,0.00884955752212389,247879,140,0.000564791692721045,15.7997,2.1909,113.941
40006#D036#Melanoma in situ of upper limb including shoulder,European,ptv5pcnt,Chapter II Neoplasms,0.0286,292140,480,2,0.00416666666666667,291660,157,0.000538298018240417,7.7686,1.9203,31.4283
40006#D37#Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,European,ptv5pcnt,Chapter II Neoplasms,0.0374,342214,534,2,0.00374531835205993,341680,192,0.000561929290564271,6.6864,1.6559,26.999
40006#D374#Neoplasm of uncertain or unknown behaviour: Colon,European,ptv5pcnt,Chapter II Neoplasms,0.0645,341798,118,1,0.00847457627118644,341680,192,0.000561929290564271,15.2016,2.1127,109.3808
40006#D375#Neoplasm of uncertain or unknown behaviour: Rectum,European,ptv5pcnt,Chapter II Neoplasms,0.0523,341775,95,1,0.0105263157894737,341680,192,0.000561929290564271,18.9211,2.6243,136.4215
40006#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands,European,ptv5pcnt,Chapter II Neoplasms,0.0011,341763,83,2,0.0240963855421687,341680,192,0.000561929290564271,43.9156,10.7212,179.8859
40011#8140#Adenocarcinoma| NOS,European,ptv5pcnt,Chapter II Neoplasms,0.0132,273312,26512,6,0.000226312613156307,246800,148,0.00059967585089141,0.3773,0.1668,0.8534
40011#8261#Adenocarcinoma in villous adenoma,European,ptv5pcnt,Chapter II Neoplasms,0.0118,387446,293,2,0.0068259385665529,387153,213,0.000550170087794748,12.4854,3.0876,50.4869
40011#8500#Duct adenocarcinoma,European,ptv5pcnt,Chapter II Neoplasms,0.0695,251667,15486,3,0.000193723363037582,236181,132,0.00055889339108565,0.3465,0.1103,1.0883
40011#8560#Adenosquamous carcinoma,European,ptv5pcnt,Chapter II Neoplasms,0.083,390157,155,1,0.00645161290322581,390002,217,0.000556407403038959,11.6639,1.6252,83.7095
40011#9050#Mesothelioma| malignant,European,ptv5pcnt,Chapter II Neoplasms,0.0897,265425,178,1,0.00561797752808989,265247,139,0.000524039857189714,10.7754,1.4989,77.4645
40011#9350#Craniopharyngioma,European,ptv5pcnt,Chapter II Neoplasms,0.0194,310807,34,1,0.0294117647058824,310773,178,0.000572765330321489,52.8762,7.1926,388.716
41202#Block C43-C44#C43-C44 Melanoma and other malignant neoplasms of skin,European,ptv5pcnt,Chapter II Neoplasms,0.0253,303049,27498,25,0.000909157029602153,275551,152,0.000551622022783441,1.6487,1.0798,2.5173
41202#C11#Malignant neoplasm of nasopharynx,European,ptv5pcnt,Chapter II Neoplasms,0.0323,236592,55,1,0.0181818181818182,236537,140,0.000591873575804208,31.2694,4.2958,227.6102
41202#C21#Malignant neoplasm of anus and anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0188,257665,370,2,0.00540540540540541,257295,143,0.000555782273266095,9.7732,2.4117,39.6056
41202#C211#Malignant neoplasm: Anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0047,249647,183,2,0.0109289617486339,249464,136,0.000545168841997242,20.2574,4.9771,82.4497
41202#C218#Malignant neoplasm: Overlapping lesion of rectum anus and anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0304,318042,57,1,0.0175438596491228,317985,171,0.000537761215151658,33.1886,4.5682,241.1223
41202#C44#Other malignant neoplasms of skin,European,ptv5pcnt,Chapter II Neoplasms,0.0353,293534,24262,22,0.000906767785013601,269272,148,0.000549630113788289,1.6504,1.0544,2.5832
41202#C443#Malignant neoplasm: Skin of other and unspecified parts of face,European,ptv5pcnt,Chapter II Neoplasms,0.0076,288781,12831,15,0.00116904372223521,275950,150,0.000543576734915746,2.152,1.2653,3.66
41202#C480#Malignant neoplasm: Retroperitoneum,European,ptv5pcnt,Chapter II Neoplasms,0.0382,318057,72,1,0.0138888888888889,317985,171,0.000537761215151658,26.1769,3.6163,189.4867
41202#C799#Secondary malignant neoplasm unspecified site,European,ptv5pcnt,Chapter II Neoplasms,0.0161,318015,30,1,0.0333333333333333,317985,171,0.000537761215151658,64.0883,8.6809,473.1435
41202#C84#Mature T/NK-cell lymphomas,European,ptv5pcnt,Chapter II Neoplasms,0.0953,243890,185,1,0.00540540540540541,243705,131,0.000537535134691533,10.1051,1.4053,72.6616
41202#C844#Peripheral T-cell lymphoma not elsewhere classified,European,ptv5pcnt,Chapter II Neoplasms,0.0512,224146,95,1,0.0105263157894737,224051,123,0.000548982151385176,19.3676,2.6786,140.0378
41202#C86#Other specified types of T/NK-cell lymphoma,European,ptv5pcnt,Chapter II Neoplasms,0.0369,239017,67,1,0.0149253731343284,238950,133,0.000556601799539653,27.2063,3.7485,197.4619
41202#C865#Angioimmunoblastic T-cell lymphoma,European,ptv5pcnt,Chapter II Neoplasms,0.0233,229130,47,1,0.0212765957446809,229083,114,0.000497636227917392,43.663,5.9704,319.3164
41202#D036#Melanoma in situ of upper limb including shoulder,European,ptv5pcnt,Chapter II Neoplasms,0.0119,274721,286,2,0.00699300699300699,274435,155,0.000564796764261118,12.4616,3.074,50.5185
41202#D126#Benign neoplasm: Colon unspecified,European,ptv5pcnt,Chapter II Neoplasms,0.0119,255998,2469,5,0.00202511138112596,253529,135,0.000532483463430219,3.8088,1.5586,9.3076
41202#D175#Benign lipomatous neoplasm of intra-abdominal organs,European,ptv5pcnt,Chapter II Neoplasms,0.0914,265226,179,1,0.00558659217877095,265047,141,0.000531981120329602,10.5549,1.4684,75.8689
41202#D220#Melanocytic naevi of lip,European,ptv5pcnt,Chapter II Neoplasms,0.0944,233099,179,1,0.00558659217877095,232920,128,0.000549544908122961,10.2173,1.4204,73.4944
41202#D376#Neoplasm of uncertain or unknown behaviour: Liver gallbladder and bile ducts,European,ptv5pcnt,Chapter II Neoplasms,0.0486,318077,92,1,0.0108695652173913,317985,171,0.000537761215151658,20.4238,2.83,147.3975
41202#D40#Neoplasm of uncertain or unknown behaviour of male genital organs,European,ptv5pcnt,Chapter II Neoplasms,0.0733,146364,141,1,0.00709219858156028,146223,78,0.000533431813052666,13.3832,1.8488,96.8804
41202#D400#Neoplasm of uncertain or unknown behaviour: Prostate,European,ptv5pcnt,Chapter II Neoplasms,0.0387,146296,73,1,0.0136986301369863,146223,78,0.000533431813052666,26.023,3.5714,189.6137
41202#D444#Neoplasm of uncertain or unknown behaviour: Craniopharyngeal duct,European,ptv5pcnt,Chapter II Neoplasms,0.0166,318016,31,1,0.032258064516129,317985,171,0.000537761215151658,61.952,8.4008,456.867
Union#C11#Malignant neoplasm of nasopharynx,European,ptv5pcnt,Chapter II Neoplasms,0.0472,273868,86,1,0.0116279069767442,273782,153,0.000558838784142128,21.0403,2.9112,152.0632
Union#C166#Malignant neoplasm: Greater curvature of stomach unspecified,European,ptv5pcnt,Chapter II Neoplasms,0.031,273838,56,1,0.0178571428571429,273782,153,0.000558838784142128,32.5168,4.4713,236.4736
Union#C21#Malignant neoplasm of anus and anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.031,226537,473,2,0.00422832980972516,226064,129,0.000570634864463161,7.4371,1.8348,30.1454
Union#C211#Malignant neoplasm: Anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0105,213409,275,2,0.00727272727272727,213134,117,0.000548950425553877,13.3382,3.2801,54.2382
Union#C218#Malignant neoplasm: Overlapping lesion of rectum anus and anal canal,European,ptv5pcnt,Chapter II Neoplasms,0.0402,273855,73,1,0.0136986301369863,273782,153,0.000558838784142128,24.8392,3.4298,179.8896
Union#C34#Malignant neoplasm of bronchus and lung,European,ptv5pcnt,Chapter II Neoplasms,0.0991,259158,6508,7,0.00107559926244622,252650,138,0.000546210172174946,1.9702,0.9216,4.2119
Union#C341#Malignant neoplasm: Upper lobe bronchus or lung,European,ptv5pcnt,Chapter II Neoplasms,0.0374,265030,3145,5,0.00158982511923688,261885,149,0.000568952020925215,2.7972,1.1466,6.8239
Union#C442#Malignant neoplasm: Skin of ear and external auricular canal,European,ptv5pcnt,Chapter II Neoplasms,0.0778,153148,2702,4,0.00148038490007402,150446,87,0.000578280579078208,2.5623,0.9398,6.9859
Union#C480#Malignant neoplasm: Retroperitoneum,European,ptv5pcnt,Chapter II Neoplasms,0.0531,273879,97,1,0.0103092783505155,273782,153,0.000558838784142128,18.6294,2.581,134.4631
Union#C504#Malignant neoplasm: Upper-outer quadrant of breast,European,ptv5pcnt,Chapter II Neoplasms,0.0516,150138,6445,0,0,143693,81,0.000563701780880071,0,,
Union#C672#Malignant neoplasm: Lateral wall of bladder,European,ptv5pcnt,Chapter II Neoplasms,0.0569,177929,704,2,0.00284090909090909,177225,95,0.000536041754831429,5.312,1.3068,21.5932
Union#C844#Peripheral T-cell lymphoma not elsewhere classified,European,ptv5pcnt,Chapter II Neoplasms,0.0956,203028,182,1,0.0054945054945055,202846,111,0.000547213156779034,10.0908,1.4013,72.6624
Union#C86#Other specified types of T/NK-cell lymphoma,European,ptv5pcnt,Chapter II Neoplasms,0.0419,273858,76,1,0.0131578947368421,273782,153,0.000558838784142128,23.8457,3.2944,172.6009
Union#C865#Angioimmunoblastic T-cell lymphoma,European,ptv5pcnt,Chapter II Neoplasms,0.0294,273835,53,1,0.0188679245283019,273782,153,0.000558838784142128,34.3928,4.7245,250.3703
Union#D036#Melanoma in situ of upper limb including shoulder,European,ptv5pcnt,Chapter II Neoplasms,0.0488,230097,613,2,0.0032626427406199,229484,130,0.000566488295480295,5.775,1.4258,23.3908
Union#D122#Benign neoplasm: Ascending colon,European,ptv5pcnt,Chapter II Neoplasms,0.0349,224666,6516,8,0.00122774708410068,218150,121,0.000554664221865689,2.215,1.0825,4.5321
Union#D126#Benign neoplasm: Colon unspecified,European,ptv5pcnt,Chapter II Neoplasms,0.0121,228573,3240,6,0.00185185185185185,225333,127,0.00056361030119867,3.2899,1.4496,7.4667
Union#D376#Neoplasm of uncertain or unknown behaviour: Liver gallbladder and bile ducts,European,ptv5pcnt,Chapter II Neoplasms,0.0783,273927,145,1,0.00689655172413793,273782,153,0.000558838784142128,12.4196,1.7265,89.3398
Union#D400#Neoplasm of uncertain or unknown behaviour: Prostate,European,ptv5pcnt,Chapter II Neoplasms,0.0571,130506,105,1,0.00952380952380953,130401,72,0.000552143005038305,17.405,2.3961,126.4274
Union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands,European,ptv5pcnt,Chapter II Neoplasms,0.0019,274203,421,3,0.00712589073634204,273782,153,0.000558838784142128,12.8356,4.0778,40.4024
Union#D441#Neoplasm of uncertain or unknown behaviour: Adrenal gland,European,ptv5pcnt,Chapter II Neoplasms,0.0299,273836,54,1,0.0185185185185185,273782,153,0.000558838784142128,33.7439,4.6369,245.5601
Union#D444#Neoplasm of uncertain or unknown behaviour: Craniopharyngeal duct,European,ptv5pcnt,Chapter II Neoplasms,0.0255,273828,46,1,0.0217391304347826,273782,153,0.000558838784142128,39.7428,5.4436,290.1549
130671#Source of report of D75 (Other diseases of blood and blood-forming organs),European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0713,403667,2805,4,0.00142602495543672,400862,219,0.000546322674636159,2.6125,0.9711,7.0282
130673#Source of report of D76 (Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue),European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0676,459449,127,1,0.0078740157480315,459322,252,0.000548634726836511,14.458,2.013,103.8431
20002#1372#vasculitis,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.034,288754,1317,3,0.00227790432801822,287437,151,0.000525332507645154,4.3437,1.3836,13.6373
20002#1378#wegners granulmatosis,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0477,285071,91,1,0.010989010989011,284980,152,0.000533370762860552,20.8208,2.8826,150.3873
20002#1445#clotting disorder|excessive bleeding,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0124,344682,895,3,0.00335195530726257,343787,180,0.000523580007388296,6.4202,2.0474,20.1324
20002#1546#essential thrombocytosis,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.024,414399,44,1,0.0227272727272727,414355,228,0.000550252802548539,42.2406,5.792,308.0582
40001#Chapter III#Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0479,458989,89,1,0.0112359550561798,458900,252,0.000549139246023099,20.6822,2.87,149.0442
Union#D510#Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0639,288006,1559,3,0.00192431045542014,286447,165,0.000576022789556183,3.3452,1.0667,10.4904
Union#D611#Drug-induced aplastic anaemia,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0482,357733,87,1,0.0114942528735632,357646,202,0.000564804303696952,20.5759,2.8518,148.458
Union#D75#Other diseases of blood and blood-forming organs,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0746,323996,2805,4,0.00142602495543672,321191,178,0.000554187383830805,2.5754,0.9554,6.9425
Union#D76#Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,European,ptv5pcnt,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0696,357773,127,1,0.0078740157480315,357646,202,0.000564804303696952,14.0438,1.9534,100.9652
130697#Source of report of E03 (Other hypothyroidism),European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0779,309740,36912,13,0.000352188990030342,272828,159,0.000582784758162652,0.6042,0.3432,1.0636
130713#Source of report of E13 (Other specified diabetes mellitus),European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0329,384732,527,2,0.00379506641366224,384205,204,0.000530966541299567,7.1709,1.7766,28.944
130739#Source of report of E29 (Testicular dysfunction),European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0448,215894,574,2,0.00348432055749129,215320,124,0.000575887051829835,6.068,1.4971,24.594
130829#Source of report of E87 (Other disorders of fluid electrolyte and acid-base balance),European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0282,411346,26187,23,0.000878298392332073,385159,204,0.00052965139072435,1.6588,1.0777,2.5534
40002#E78#Disorders of lipoprotein metabolism and other lipidaemias,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.096,277969,182,1,0.0054945054945055,277787,153,0.000550781714047094,10.0254,1.3956,72.0177
40002#E780#Pure hypercholesterolaemia,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0768,278251,138,1,0.0072463768115942,278113,160,0.00057530572105583,12.6803,1.7626,91.2214
41202#E10#Type 1 diabetes mellitus,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0988,362506,949,2,0.00210748155953635,361557,200,0.000553163125039759,3.8158,0.9463,15.3859
41202#E222#Syndrome of inappropriate secretion of antidiuretic hormone,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0915,442630,174,1,0.00574712643678161,442456,243,0.000549207152801635,10.5191,1.4674,75.4047
Union#E03#Other hypothyroidism,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0857,211743,36945,13,0.000351874407903641,174798,102,0.000583530704012632,0.6029,0.3385,1.0739
Union#E108#Type 1 diabetes mellitus With unspecified complications,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0282,252972,52,1,0.0192307692307692,252920,138,0.00054562707575518,35.9167,4.9286,261.7396
Union#E118#Type 2 diabetes mellitus With unspecified complications,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0567,202990,103,1,0.00970873786407767,202887,114,0.000561889130402638,17.4383,2.4122,126.0649
Union#E13#Other specified diabetes mellitus,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0311,205978,527,2,0.00379506641366224,205451,105,0.000511070766265436,7.4502,1.8341,30.263
Union#E139#Other specified diabetes mellitus Without complications,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0266,210409,460,2,0.00434782608695652,209949,113,0.000538225950111694,8.109,1.9974,32.9211
Union#E222#Syndrome of inappropriate secretion of antidiuretic hormone,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0588,225896,674,2,0.0029673590504451,225222,129,0.000572768202040653,5.1932,1.2823,21.0316
Union#E232#Diabetes insipidus,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0832,253078,158,1,0.00632911392405063,252920,138,0.00054562707575518,11.6672,1.6217,83.9386
Union#E29#Testicular dysfunction,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0415,115864,574,2,0.00348432055749129,115290,63,0.000546448087431694,6.3951,1.5611,26.198
Union#E561#Deficiency of vitamin K,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0234,252963,43,1,0.0232558139534884,252920,138,0.00054562707575518,43.6132,5.9605,319.1194
Union#E87#Other disorders of fluid electrolyte and acid-base balance,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0402,245851,26187,23,0.000878298392332073,219664,119,0.000541736470245466,1.6218,1.0376,2.5349
Union#E871#Hypo-osmolality and hyponatraemia,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0801,251511,9752,10,0.00102543068088597,241759,136,0.000562543690203881,1.8237,0.9592,3.4673
130839#Source of report of F01 (Vascular dementia),European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0959,360612,2005,3,0.00149625935162095,358607,192,0.000535405053442906,2.7973,0.8935,8.7576
130847#Source of report of F05 (Delirium not induced by alcohol and other psychoactive substances),European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0538,369042,8211,9,0.00109609061015711,360831,199,0.000551504721046695,1.9885,1.0193,3.8795
20544#4#A personality disorder,European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0198,122340,346,2,0.00578034682080925,121994,74,0.00060658720920701,9.5789,2.3421,39.1764
41202#F059#Delirium unspecified,European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0979,394278,934,2,0.00214132762312634,393344,220,0.000559306866254475,3.8346,0.9516,15.4524
Union#F01#Vascular dementia,European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0889,217989,2009,3,0.00149328023892484,215980,111,0.000513936475599593,2.9084,0.9231,9.1637
Union#F019#Vascular dementia unspecified,European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0776,217488,1889,3,0.00158814187400741,215599,111,0.000514844688518963,3.088,0.98,9.7301
Union#F05#Delirium not induced by alcohol and other psychoactive substances,European,ptv5pcnt,Chapter V Mental and behavioural disorders,0.0456,229178,8211,9,0.00109609061015711,220967,115,0.000520439703666158,2.1073,1.0689,4.1545
131055#Source of report of G44 (Other headache syndromes),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0812,389250,5478,0,0,383772,216,0.000562834182796035,0,,
131063#Source of report of G50 (Disorders of trigeminal nerve),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0944,351443,3121,4,0.0012816404998398,348322,189,0.000542601386073805,2.3638,0.8775,6.3675
131073#Source of report of G55 (Nerve root and plexus compressions in diseases classified elsewhere),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0323,450787,8844,10,0.00113071008593397,441943,236,0.000534005516548514,2.1187,1.1248,3.9906
131075#Source of report of G56 (Mononeuropathies of upper limb),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0866,381263,23895,7,0.000292948315547186,357368,204,0.000570840142374247,0.513,0.2415,1.09
20002#1249#cranial nerve problem|palsy,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0861,349944,902,2,0.00221729490022173,349042,187,0.00053575214444107,4.1456,1.0276,16.7251
20002#1468#diabetic neuropathy|ulcers,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0725,273620,142,1,0.00704225352112676,273478,144,0.000526550581765261,13.4621,1.8704,96.8911
20002#1523#trigemminal neuralgia,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0047,305791,191,2,0.0104712041884817,305600,160,0.000523560209424084,20.2011,4.9724,82.07
41202#Block G50-G59#G50-G59 Nerve nerve root and plexus disorders,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0277,367726,19743,4,0.000202603454388897,347983,197,0.000566119609291259,0.3578,0.1329,0.9628
41202#Chapter VI#Chapter VI Diseases of the nervous system,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0749,449140,40387,14,0.000346646198034021,408753,235,0.000574919327809215,0.6028,0.3515,1.0337
41202#G049#Encephalitis myelitis and encephalomyelitis unspecified,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.095,344237,170,1,0.00588235294117647,344067,201,0.000584188544672985,10.1229,1.4108,72.6354
41202#G478#Other sleep disorders,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0663,262122,124,1,0.00806451612903226,261998,144,0.000549622516202414,14.784,2.052,106.5129
41202#G93#Other disorders of brain,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0984,371640,887,2,0.00225479143179256,370753,219,0.000590689758410586,3.8236,0.9487,15.4096
41202#G932#Benign intracranial hypertension,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0445,298685,79,1,0.0126582278481013,298606,171,0.00057266096461558,22.3748,3.0948,161.7657
42023#Source of vascular dementia report,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0667,358207,1610,3,0.00186335403726708,356597,203,0.000569270072378624,3.2775,1.0472,10.2581
Union#G111#Early-onset cerebellar ataxia,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0162,298964,31,1,0.032258064516129,298933,156,0.000521856068082146,63.8412,8.6523,471.0536
Union#G50#Disorders of trigeminal nerve,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0962,221966,3121,4,0.0012816404998398,218845,119,0.00054376385112751,2.3587,0.8704,6.3922
Union#G500#Trigeminal neuralgia,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0948,229456,963,2,0.00207684319833853,228493,121,0.00052955670414411,3.9279,0.9698,15.909
Union#G55#Nerve root and plexus compressions in diseases classified elsewhere,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0159,289551,8844,10,0.00113071008593397,280707,138,0.000491615812929496,2.3015,1.2109,4.3744
Union#G551#Nerve root and plexus compressions in intervertebral disc disorders,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0618,284798,7176,8,0.00111482720178372,277622,146,0.000525894921872186,2.1211,1.0407,4.3233
Union#G932#Benign intracranial hypertension,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0828,234341,166,1,0.00602409638554217,234175,121,0.000516707590477207,11.7232,1.6284,84.3997
131133#Source of report of H02 (Other disorders of eyelid),European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.092,438608,17145,4,0.000233304170312044,421463,236,0.000559954254584626,0.4165,0.155,1.1191
20002#1275#retinal problem,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0171,378523,2755,5,0.00181488203266788,375768,198,0.000526920866066296,3.4488,1.4186,8.3842
20002#1276#diabetic eye disease,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0807,319122,860,2,0.00232558139534884,318262,172,0.000540435238891228,4.3109,1.0678,17.4042
20002#1281#retinal detachment,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0478,340541,1524,3,0.00196850393700787,339017,177,0.000522097711914152,3.7758,1.2049,11.833
20002#1527#retinitis pigmentosa,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.019,440691,35,1,0.0285714285714286,440656,240,0.000544642532950873,53.9725,7.3584,395.8807
41202#H010#Blepharitis,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0808,379704,156,1,0.00641025641025641,379548,204,0.000537481425274274,11.997,1.6712,86.1208
41202#H048#Other disorders of lacrimal system,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0438,379631,83,1,0.0120481927710843,379548,204,0.000537481425274274,22.6772,3.1414,163.7018
41202#H26#Other cataract,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0816,383839,36025,28,0.000777238029146426,347814,190,0.000546268982847154,1.4231,0.9569,2.1165
41202#H269#Cataract unspecified,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0199,378796,29353,26,0.000885769767996457,349443,186,0.000532275650106026,1.6647,1.1042,2.5098
Union#H048#Other disorders of lacrimal system,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0649,283053,130,1,0.00769230769230769,282923,145,0.000512506936516296,15.1178,2.0992,108.8726
Union#H161#Other superficial keratitis without conjunctivitis,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0469,283016,93,1,0.010752688172043,282923,145,0.000512506936516296,21.1978,2.9346,153.1216
Union#H269#Cataract unspecified,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0653,292715,34069,27,0.000792509319322551,258646,136,0.000525815206885086,1.5076,0.9974,2.2787
Union#H408#Other glaucoma,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0999,283127,204,1,0.00490196078431373,282923,145,0.000512506936516296,9.6069,1.3377,68.9949
Union#H409#Glaucoma unspecified,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0461,276346,8646,9,0.00104094378903539,267700,133,0.000496824803884946,2.0963,1.0669,4.119
Union#H432#Crystalline deposits in vitreous body,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0625,208309,133,1,0.0075187969924812,208176,100,0.000480362769963877,15.7633,2.1826,113.8453
