Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
40002#Block A30-A49#A30-A49 Other bacterial diseases,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0492,346318,1404,3,0.00213675213675214,344914,198,0.000574056141530932,3.728,1.1907,11.6725
40002#Chapter I#Chapter I Certain infectious and parasitic diseases,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0172,341449,1674,4,0.002389486260454,339775,195,0.000573909204620705,4.1711,1.5481,11.2385
41202#A418#Other specified sepsis,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0111,330658,255,2,0.00784313725490196,330403,202,0.000611374594056349,12.9222,3.1923,52.3088
Union#A06#Amoebiasis,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0664,294699,107,1,0.00934579439252336,294592,188,0.000638170758201173,14.7734,2.0512,106.4032
Union#A16#Respiratory tuberculosis not confirmed bacteriologically or histologically,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0059,240646,544,3,0.00551470588235294,240102,157,0.000653888763941991,8.4749,2.6956,26.6447
Union#A418#Other specified sepsis,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0516,208210,595,2,0.00336134453781513,207615,125,0.000602075957902849,5.5984,1.3815,22.6866
Union#B36#Other superficial mycoses,European,ptv,Chapter I Certain infectious and parasitic diseases,0.081,260657,5177,0,0,255480,157,0.00061452951307343,0,,
Union#B971#Enterovirus as the cause of diseases classified to other chapters,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0214,212090,35,1,0.0285714285714286,212055,130,0.000613048501567989,47.9468,6.5147,352.88
Union#B98#Other specified infectious agents as the cause of diseases classified to other chapters,European,ptv,Chapter I Certain infectious and parasitic diseases,0.0031,285021,4369,9,0.00205996795605402,280652,183,0.000652053076407793,3.1637,1.6191,6.1818
40001#C02#Malignant neoplasm of other and unspecified parts of tongue,European,ptv,Chapter II Neoplasms,0.037,195571,59,1,0.0169491525423729,195512,124,0.000634232169892385,27.1674,3.7336,197.6836
40001#C029#Malignant neoplasm: Tongue unspecified,European,ptv,Chapter II Neoplasms,0.0376,195571,59,1,0.0169491525423729,195512,126,0.000644461721019682,26.7359,3.6747,194.5197
40006#Block C81-C96#C81-C96 Malignant neoplasms stated or presumed to be primary of lymphoid haematopoietic and related tissue,European,ptv,Chapter II Neoplasms,0.0743,282591,6696,8,0.001194743130227,275895,168,0.000608927309302452,1.9632,0.9655,3.9919
40006#C03#Malignant neoplasm of gum,European,ptv,Chapter II Neoplasms,0.0586,341775,95,1,0.0105263157894737,341680,216,0.000632170451884805,16.8176,2.3338,121.1868
40006#C05#Malignant neoplasm of palate,European,ptv,Chapter II Neoplasms,0.058,341774,94,1,0.0106382978723404,341680,216,0.000632170451884805,16.9984,2.3587,122.5035
40006#C051#Malignant neoplasm: Soft palate,European,ptv,Chapter II Neoplasms,0.0313,341730,50,1,0.02,341680,216,0.000632170451884805,32.2623,4.4349,234.695
40006#C153#Malignant neoplasm: Upper third of oesophagus,European,ptv,Chapter II Neoplasms,0.0319,341731,51,1,0.0196078431372549,341680,216,0.000632170451884805,31.617,4.3479,229.9103
40006#C321#Malignant neoplasm: Supraglottis,European,ptv,Chapter II Neoplasms,0.0341,183292,60,1,0.0166666666666667,183232,105,0.000573044009779951,29.5605,4.0579,215.3397
40006#C713#Malignant neoplasm: Parietal lobe,European,ptv,Chapter II Neoplasms,0.0741,279070,120,1,0.00833333333333333,278950,178,0.000638107187668041,13.1608,1.8286,94.7213
40006#C83#Non-follicular lymphoma,European,ptv,Chapter II Neoplasms,0.0226,269868,1619,4,0.00247066090179123,268249,173,0.000644923187038908,3.8379,1.4226,10.3544
40006#C837#Burkitt lymphoma,European,ptv,Chapter II Neoplasms,0.0244,187854,41,1,0.024390243902439,187813,112,0.000596337846687929,41.8975,5.7102,307.417
40006#D049#Carcinoma in situ: Skin unspecified,European,ptv,Chapter II Neoplasms,0.0764,284627,127,1,0.0078740157480315,284500,177,0.000622144112478032,12.7488,1.7721,91.717
40006#D05#Carcinoma in situ of breast,European,ptv,Chapter II Neoplasms,0.0653,189622,3157,5,0.00158378207158695,186465,124,0.000665004156275977,2.3838,0.9743,5.8324
40006#D067#Carcinoma in situ: Other parts of cervix,European,ptv,Chapter II Neoplasms,0.0619,186028,95,1,0.0105263157894737,185933,124,0.00066690689657027,15.9411,2.2048,115.255
40006#D371#Neoplasm of uncertain or unknown behaviour: Stomach,European,ptv,Chapter II Neoplasms,0.0453,341753,73,1,0.0136986301369863,341680,216,0.000632170451884805,21.9563,3.0373,158.7167
40011#8440#Cystadenocarcinoma| NOS,European,ptv,Chapter II Neoplasms,0.0862,387051,146,1,0.00684931506849315,386905,238,0.000615138082991949,11.2045,1.5612,80.412
40011#8720#Malignant melanoma| NOS,European,ptv,Chapter II Neoplasms,0.0718,435295,2449,4,0.00163331972233565,432846,272,0.000628399014892133,2.6018,0.9687,6.9879
40011#8990#Mesenchymoma| malignant,European,ptv,Chapter II Neoplasms,0.0061,459449,185,2,0.0108108108108108,459264,285,0.000620558110367893,17.6006,4.3476,71.2536
40011#9670#Malignant lymphoma| small B lymphocytic| NOS,European,ptv,Chapter II Neoplasms,0.0881,353501,153,1,0.0065359477124183,353348,212,0.0005999750953734,10.9588,1.5267,78.6638
40011#9687#Burkitt lymphoma| NOS,European,ptv,Chapter II Neoplasms,0.0232,253539,41,1,0.024390243902439,253498,144,0.000568051818949262,43.9851,6.0062,322.1166
41202#Block D00-D09#D00-D09 In situ neoplasms,European,ptv,Chapter II Neoplasms,0.0066,263148,7897,12,0.00151956439154109,255251,162,0.000634669403841709,2.3964,1.3326,4.3093
41202#C06#Malignant neoplasm of other and unspecified parts of mouth,European,ptv,Chapter II Neoplasms,0.0783,253439,123,1,0.00813008130081301,253316,167,0.000659255633280172,12.4251,1.7261,89.4406
41202#C062#Malignant neoplasm: Retromolar area,European,ptv,Chapter II Neoplasms,0.0225,318021,36,1,0.0277777777777778,317985,200,0.000628960485557495,45.3979,6.1894,332.9846
41202#C153#Malignant neoplasm: Upper third of oesophagus,European,ptv,Chapter II Neoplasms,0.0439,243780,75,1,0.0133333333333333,243705,145,0.000594981637635666,22.699,3.1343,164.3872
41202#C321#Malignant neoplasm: Supraglottis,European,ptv,Chapter II Neoplasms,0.0558,173735,95,1,0.0105263157894737,173640,104,0.000598940336328035,17.7512,2.4515,128.536
41202#C501#Malignant neoplasm: Central portion of breast,European,ptv,Chapter II Neoplasms,0.0788,175709,701,2,0.00285306704707561,175008,114,0.000651398793198025,4.3896,1.0825,17.8007
41202#C713#Malignant neoplasm: Parietal lobe,European,ptv,Chapter II Neoplasms,0.0908,245389,161,1,0.0062111801242236,245228,144,0.000587208638491526,10.6373,1.4792,76.4977
41202#C83#Non-follicular lymphoma,European,ptv,Chapter II Neoplasms,0.0958,257120,1743,3,0.00172117039586919,255377,157,0.000614777368361285,2.8028,0.8934,8.7929
41202#C837#Burkitt lymphoma,European,ptv,Chapter II Neoplasms,0.0262,184972,43,1,0.0232558139534884,184929,113,0.000611045320095821,38.9414,5.3138,285.3774
41202#D00#Carcinoma in situ of oral cavity oesophagus and stomach,European,ptv,Chapter II Neoplasms,0.0574,226739,93,1,0.010752688172043,226646,143,0.000630939879812571,17.2167,2.3832,124.3764
41202#D001#Carcinoma in situ: Oesophagus,European,ptv,Chapter II Neoplasms,0.0183,206072,31,1,0.032258064516129,206041,122,0.000592115161545518,56.262,7.612,415.8439
41202#D05#Carcinoma in situ of breast,European,ptv,Chapter II Neoplasms,0.012,175071,2821,6,0.0021269053527118,172250,111,0.000644412191582003,3.3054,1.4524,7.5227
41202#D050#Lobular carcinoma in situ,European,ptv,Chapter II Neoplasms,0.0662,171867,105,1,0.00952380952380953,171762,111,0.000646243057253642,14.8693,2.0567,107.4979
41202#D11#Benign neoplasm of major salivary glands,European,ptv,Chapter II Neoplasms,0.0831,295930,739,2,0.0027063599458728,295191,189,0.000640263422665325,4.2357,1.0496,17.093
41202#D110#Benign neoplasm: Parotid gland,European,ptv,Chapter II Neoplasms,0.0607,295345,628,2,0.00318471337579618,294717,185,0.000627720830491624,5.0865,1.2598,20.5362
41202#D163#Benign neoplasm: Short bones of lower limb,European,ptv,Chapter II Neoplasms,0.0311,318035,50,1,0.02,317985,200,0.000628960485557495,32.427,4.456,235.9782
41202#D222#Melanocytic naevi of ear and external auricular canal,European,ptv,Chapter II Neoplasms,0.0742,318107,122,1,0.00819672131147541,317985,200,0.000628960485557495,13.1316,1.8259,94.4416
41202#D371#Neoplasm of uncertain or unknown behaviour: Stomach,European,ptv,Chapter II Neoplasms,0.0071,318182,197,2,0.0101522842639594,317985,200,0.000628960485557495,16.2967,4.0191,66.0796
Union#C03#Malignant neoplasm of gum,European,ptv,Chapter II Neoplasms,0.0842,227502,136,1,0.00735294117647059,227366,146,0.000642136467193864,11.5282,1.6014,82.9899
Union#C030#Malignant neoplasm: Upper gum,European,ptv,Chapter II Neoplasms,0.0262,273823,41,1,0.024390243902439,273782,176,0.000642847228817088,38.8645,5.3134,284.2703
Union#C05#Malignant neoplasm of palate,European,ptv,Chapter II Neoplasms,0.0788,273909,127,1,0.0078740157480315,273782,176,0.000642847228817088,12.3379,1.7149,88.7642
Union#C051#Malignant neoplasm: Soft palate,European,ptv,Chapter II Neoplasms,0.0424,273849,67,1,0.0149253731343284,273782,176,0.000642847228817088,23.5542,3.2511,170.651
Union#C062#Malignant neoplasm: Retromolar area,European,ptv,Chapter II Neoplasms,0.0321,201959,48,1,0.0208333333333333,201911,136,0.000673564095071591,31.5668,4.3243,230.4352
Union#C153#Malignant neoplasm: Upper third of oesophagus,European,ptv,Chapter II Neoplasms,0.0614,273880,98,1,0.0102040816326531,273782,176,0.000642847228817088,16.0266,2.2225,115.5683
Union#C321#Malignant neoplasm: Supraglottis,European,ptv,Chapter II Neoplasms,0.0731,160220,124,1,0.00806451612903226,160096,97,0.000605886468119129,13.4104,1.8553,96.9332
Union#C410#Malignant neoplasm: Bones of skull and face,European,ptv,Chapter II Neoplasms,0.0362,273839,57,1,0.0175438596491228,273782,176,0.000642847228817088,27.7603,3.8216,201.6526
Union#C78#Secondary malignant neoplasm of respiratory and digestive organs,European,ptv,Chapter II Neoplasms,0.0706,286890,13108,3,0.00022886786695148,273782,176,0.000642847228817088,0.3559,0.1137,1.1142
Union#C83#Non-follicular lymphoma,European,ptv,Chapter II Neoplasms,0.0575,231121,2297,4,0.00174140182847192,228824,141,0.000616194105513408,2.8292,1.0464,7.6497
Union#C837#Burkitt lymphoma,European,ptv,Chapter II Neoplasms,0.0345,166021,56,1,0.0178571428571429,165965,103,0.000620612779802971,29.2784,4.0136,213.5775
Union#C902#Extramedullary plasmacytoma,European,ptv,Chapter II Neoplasms,0.0745,182983,122,1,0.00819672131147541,182861,115,0.000628892984288613,13.133,1.8195,94.7921
Union#D001#Carcinoma in situ: Oesophagus,European,ptv,Chapter II Neoplasms,0.0538,171476,92,1,0.0108695652173913,171384,102,0.00059515474023246,18.4531,2.5471,133.6885
Union#D067#Carcinoma in situ: Other parts of cervix,European,ptv,Chapter II Neoplasms,0.0616,143477,96,1,0.0104166666666667,143381,94,0.000655595929725696,16.0456,2.214,116.2883
Union#D11#Benign neoplasm of major salivary glands,European,ptv,Chapter II Neoplasms,0.0965,250652,812,2,0.00246305418719212,249840,159,0.00063640730067243,3.8773,0.9597,15.6657
Union#D110#Benign neoplasm: Parotid gland,European,ptv,Chapter II Neoplasms,0.0727,248505,681,2,0.00293685756240822,247824,159,0.000641584350184002,4.588,1.1352,18.5432
Union#D12#Benign neoplasm of colon rectum anus and anal canal,European,ptv,Chapter II Neoplasms,0.0505,262940,31381,11,0.000350530575826137,231559,150,0.000647783070405383,0.541,0.2932,0.998
Union#D125#Benign neoplasm: Sigmoid colon,European,ptv,Chapter II Neoplasms,0.026,236128,12292,2,0.000162707452001302,223836,147,0.000656730820779499,0.2476,0.0613,0.9996
Union#D163#Benign neoplasm: Short bones of lower limb,European,ptv,Chapter II Neoplasms,0.0374,273841,59,1,0.0169491525423729,273782,176,0.000642847228817088,26.8031,3.692,194.5829
Union#D222#Melanocytic naevi of ear and external auricular canal,European,ptv,Chapter II Neoplasms,0.0971,273940,158,1,0.00632911392405063,273782,176,0.000642847228817088,9.9018,1.3784,71.1288
Union#D371#Neoplasm of uncertain or unknown behaviour: Stomach,European,ptv,Chapter II Neoplasms,0.0144,274060,278,2,0.00719424460431655,273782,176,0.000642847228817088,11.2651,2.7813,45.626
40002#D70#Agranulocytosis,European,ptv,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0948,301075,162,1,0.00617283950617284,300913,184,0.000611472418938364,10.1515,1.4137,72.8941
41202#Block D60-D64#D60-D64 Aplastic and other anaemias,European,ptv,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0176,445555,11010,1,0.0000908265213442325,434545,276,0.000635147107894464,0.1429,0.0201,1.0184
41202#D64#Other anaemias,European,ptv,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0244,444625,10080,1,0.0000992063492063492,434545,276,0.000635147107894464,0.1561,0.0219,1.1123
41202#D649#Anaemia unspecified,European,ptv,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0243,444583,10038,1,0.0000996214385335724,434545,276,0.000635147107894464,0.1568,0.022,1.117
130707#Source of report of E10 (Type 1 diabetes mellitus),European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0071,361158,4619,8,0.00173197661831565,356539,208,0.000583386389707718,2.9722,1.466,6.026
20002#1220#diabetes,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0616,286658,21548,20,0.000928160386114721,265110,156,0.000588434989249745,1.5779,0.9904,2.5138
20002#1223#type 2 diabetes,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0971,278097,2939,4,0.00136100714528751,275158,160,0.000581484092775787,2.3424,0.8679,6.3219
20002#1224#thyroid problem (not cancer),European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0766,259853,26789,25,0.000933218858486692,233064,146,0.000626437373425325,1.4902,0.9748,2.2781
20002#1226#hypothyroidism|myxoedema,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0686,254291,22366,21,0.00093892515425199,231925,140,0.000603643419208796,1.556,0.9834,2.462
2443#Diabetes diagnosed by doctor,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0951,340308,22110,20,0.000904568068747173,318198,194,0.00060968327896467,1.4841,0.9364,2.3521
40002#Block E00-E07#E00-E07 Disorders of thyroid gland,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.076,389274,124,1,0.00806451612903226,389150,247,0.000634716690222279,12.8009,1.7818,91.9655
40002#E03#Other hypothyroidism,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0664,384944,104,1,0.00961538461538462,384840,253,0.000657416069015695,14.7583,2.0513,106.1817
40002#E039#Hypothyroidism unspecified,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0626,384944,104,1,0.00961538461538462,384840,238,0.000618438831722274,15.6891,2.1801,112.9056
41202#E06#Thyroiditis,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0868,277561,140,1,0.00714285714285714,277421,179,0.000645228731783102,11.1427,1.5501,80.1
41202#E101#Type 1 diabetes mellitus With ketoacidosis,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.02,442796,340,2,0.00588235294117647,442456,278,0.000628311063698989,9.4116,2.3325,37.9753
41202#E83#Disorders of mineral metabolism,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0667,381974,2492,4,0.00160513643659711,379482,228,0.000600819011178396,2.6743,0.9943,7.1924
41202#E831#Disorders of iron metabolism,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0365,324202,1119,3,0.00268096514745308,323083,206,0.000637607054533974,4.2133,1.3457,13.1917
Union#Block E10-E14#E10-E14 Diabetes mellitus,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0321,226686,39128,34,0.000868942956450624,187558,105,0.000559826826901545,1.5526,1.0545,2.2861
Union#E069#Thyroiditis unspecified,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0725,170900,119,1,0.00840336134453782,170781,107,0.000626533396572218,13.5177,1.8712,97.65
Union#E07#Other disorders of thyroid,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0569,194095,27637,26,0.000940767811267504,166458,102,0.000612767184515013,1.5358,0.9983,2.3628
Union#E10#Type 1 diabetes mellitus,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0047,197524,4620,8,0.00173160173160173,192904,103,0.000533944345373865,3.2469,1.5805,6.6704
Union#E101#Type 1 diabetes mellitus With ketoacidosis,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0296,217939,461,2,0.00433839479392625,217478,124,0.000570172615161074,7.6377,1.8833,30.9743
Union#E103#Type 1 diabetes mellitus With ophthalmic complications,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0855,194958,885,2,0.00225988700564972,194073,105,0.000541033528620674,4.1842,1.0312,16.9783
Union#E109#Type 1 diabetes mellitus Without complications,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0311,199104,4104,6,0.00146198830409357,195000,108,0.000553846153846154,2.6421,1.1606,6.015
Union#E14#Unspecified diabetes mellitus,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0822,215045,30094,26,0.000863959593274407,184951,109,0.000589345286048737,1.4664,0.9558,2.2496
Union#E785#Hyperlipidaemia unspecified,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.087,199675,12456,12,0.000963391136801541,187219,107,0.000571523189419877,1.6863,0.9283,3.0634
Union#E83#Disorders of mineral metabolism,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0569,233965,10015,11,0.00109835247129306,223950,131,0.000584951998213887,1.8786,1.0151,3.4769
Union#E831#Disorders of iron metabolism,European,ptv,Chapter IV Endocrine nutritional and metabolic diseases,0.0001841,186997,1428,6,0.00420168067226891,185569,101,0.000544271941973067,7.7482,3.3947,17.6847
20002#1616#insomnia,European,ptv,Chapter V Mental and behavioural disorders,0.0339,318487,435,2,0.00459770114942529,318052,208,0.000653981110007169,7.0582,1.7479,28.5013
41202#F06#Other mental disorders due to brain damage and dysfunction and to physical disease,European,ptv,Chapter V Mental and behavioural disorders,0.0807,357223,139,1,0.00719424460431655,357084,215,0.000602099225952437,12.0279,1.6747,86.389
131095#Source of report of G71 (Primary disorders of muscles),European,ptv,Chapter VI Diseases of the nervous system,0.018,459449,326,2,0.00613496932515337,459123,285,0.000620748688260009,9.938,2.4629,40.1013
131103#Source of report of G81 (Hemiplegia),European,ptv,Chapter VI Diseases of the nervous system,0.0588,371801,4527,6,0.00132538104705103,367274,219,0.000596285062378497,2.2244,0.988,5.0081
20002#1468#diabetic neuropathy|ulcers,European,ptv,Chapter VI Diseases of the nervous system,0.0769,273620,142,1,0.00704225352112676,273478,153,0.00055945999312559,12.6698,1.761,91.1524
20002#1541#carpal tunnel syndrome,European,ptv,Chapter VI Diseases of the nervous system,0.0907,314312,745,2,0.00268456375838926,313567,210,0.000669713330803305,4.0166,0.9961,16.1968
40002#G40#Epilepsy,European,ptv,Chapter VI Diseases of the nervous system,0.0802,365815,139,1,0.00719424460431655,365676,219,0.000598890821382864,12.0924,1.6838,86.8449
40002#G409#Epilepsy unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.0837,362506,136,1,0.00735294117647059,362370,232,0.000640229599580539,11.5625,1.6101,83.0316
40002#G45#Transient cerebral ischaemic attacks and related syndromes,European,ptv,Chapter VI Diseases of the nervous system,0.0368,295644,64,1,0.015625,295580,172,0.000581906759591312,27.2617,3.7597,197.6754
40002#G459#Transient cerebral ischaemic attack unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.0347,292913,62,1,0.0161290322580645,292851,166,0.00056684115813161,28.9043,3.9834,209.7343
41202#G373#Acute transverse myelitis in demyelinating disease of central nervous system,European,ptv,Chapter VI Diseases of the nervous system,0.0584,351253,96,1,0.0104166666666667,351157,219,0.00062365266817976,16.868,2.3412,121.5292
41202#G571#Meralgia paraesthetica,European,ptv,Chapter VI Diseases of the nervous system,0.0591,419158,96,1,0.0104166666666667,419062,265,0.000632364662030917,16.6354,2.3107,119.7614
41202#G589#Mononeuropathy unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.0804,419194,132,1,0.00757575757575758,419062,265,0.000632364662030917,12.0639,1.6805,86.6056
41202#G959#Disease of spinal cord unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.0916,354944,155,1,0.00645161290322581,354789,219,0.000617268291857978,10.5133,1.465,75.4483
Union#G373#Acute transverse myelitis in demyelinating disease of central nervous system,European,ptv,Chapter VI Diseases of the nervous system,0.0723,242354,128,1,0.0078125,242226,141,0.000582101013103465,13.519,1.8766,97.389
Union#G439#Migraine unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.038,254755,38800,35,0.000902061855670103,215955,129,0.000597346669445023,1.5106,1.0395,2.195
Union#G464#Cerebellar stroke syndrome,European,ptv,Chapter VI Diseases of the nervous system,0.0217,218549,38,1,0.0263157894736842,218511,125,0.000572053580826595,47.2186,6.4286,346.826
Union#G518#Other disorders of facial nerve,European,ptv,Chapter VI Diseases of the nervous system,0.0435,239582,71,1,0.0140845070422535,239511,149,0.000622100863843414,22.9494,3.1671,166.2953
Union#G571#Meralgia paraesthetica,European,ptv,Chapter VI Diseases of the nervous system,0.0869,299084,151,1,0.00662251655629139,298933,179,0.000598796385812205,11.1268,1.5486,79.9443
Union#G608#Other hereditary and idiopathic neuropathies,European,ptv,Chapter VI Diseases of the nervous system,0.0658,244715,114,1,0.0087719298245614,244601,145,0.000592802155346871,14.9195,2.0695,107.5595
Union#G71#Primary disorders of muscles,European,ptv,Chapter VI Diseases of the nervous system,0.017,299259,326,2,0.00613496932515337,298933,179,0.000598796385812205,10.3026,2.5459,41.6914
Union#G710#Muscular dystrophy,European,ptv,Chapter VI Diseases of the nervous system,0.0814,299074,141,1,0.00709219858156028,298933,179,0.000598796385812205,11.9215,1.6585,85.6943
Union#G81#Hemiplegia,European,ptv,Chapter VI Diseases of the nervous system,0.0532,258741,4527,6,0.00132538104705103,254214,147,0.000578252967971866,2.2938,1.0134,5.1917
Union#G819#Hemiplegia unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.044,256359,4301,6,0.00139502441292723,252058,146,0.000579231764117782,2.4104,1.0648,5.4564
Union#G900#Idiopathic peripheral autonomic neuropathy,European,ptv,Chapter VI Diseases of the nervous system,0.0848,224590,153,1,0.0065359477124183,224437,129,0.000574771539452051,11.4396,1.589,82.3585
Union#G919#Hydrocephalus unspecified,European,ptv,Chapter VI Diseases of the nervous system,0.0879,299750,817,2,0.00244798041615667,298933,179,0.000598796385812205,4.0957,1.0147,16.5319
Union#G932#Benign intracranial hypertension,European,ptv,Chapter VI Diseases of the nervous system,0.0983,234341,166,1,0.00602409638554217,234175,145,0.000619195046439629,9.7818,1.3605,70.3292
Union#G941#Hydrocephalus in neoplastic disease,European,ptv,Chapter VI Diseases of the nervous system,0.0579,299032,99,1,0.0101010101010101,298933,179,0.000598796385812205,17.0308,2.3622,122.7856
41202#H045#Stenosis and insufficiency of lacrimal passages,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0693,296262,1532,3,0.00195822454308094,294730,179,0.000607335527431887,3.2287,1.0304,10.117
41202#H119#Disorder of conjunctiva unspecified,European,ptv,Chapter VII Diseases of the eye and adnexa,0.081,379681,133,1,0.0075187969924812,379548,240,0.000632331088557969,11.9731,1.6673,85.9821
41202#H439#Disorder of vitreous body unspecified,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0319,379599,51,1,0.0196078431372549,379548,240,0.000632331088557969,31.609,4.3488,229.7488
41202#H505#Heterophoria,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0368,379607,59,1,0.0169491525423729,379548,240,0.000632331088557969,27.2491,3.759,197.5305
Union#H044#Chronic inflammation of lacrimal passages,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0684,234700,108,1,0.00925925925925926,234592,153,0.000652196153321511,14.3204,1.9861,103.2539
Union#H119#Disorder of conjunctiva unspecified,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0978,283077,154,1,0.00649350649350649,282923,188,0.000664491752172853,9.8295,1.3686,70.5959
Union#H178#Other corneal scars and opacities,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0431,282989,66,1,0.0151515151515152,282923,188,0.000664491752172853,23.1371,3.1939,167.6076
Union#H188#Other specified disorders of cornea,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0478,236495,507,2,0.00394477317554241,235988,160,0.00067800057630049,5.8373,1.4434,23.6076
Union#H439#Disorder of vitreous body unspecified,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0482,282997,74,1,0.0135135135135135,282923,188,0.000664491752172853,20.6015,2.8486,148.9956
Union#H505#Heterophoria,European,ptv,Chapter VII Diseases of the eye and adnexa,0.0807,283049,126,1,0.00793650793650794,282923,188,0.000664491752172853,12.0313,1.6728,86.5327
20002#1414#throat or larynx disorder,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.095,434731,3795,5,0.00131752305665349,430936,270,0.000626543152579501,2.1043,0.8683,5.0997
41202#H66#Suppurative and unspecified otitis media,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0926,418501,812,2,0.00246305418719212,417689,260,0.000622472700980873,3.9642,0.9845,15.9627
41202#H661#Chronic tubotympanic suppurative otitis media,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0192,449869,31,1,0.032258064516129,449838,280,0.000622446302891263,53.5188,7.2732,393.8123
41202#H74#Other disorders of middle ear and mastoid,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0229,366038,359,2,0.00557103064066852,365679,234,0.000639905490881347,8.7492,2.1668,35.3276
41202#H748#Other specified disorders of middle ear and mastoid,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0014,449924,86,2,0.0232558139534884,449838,280,0.000622446302891263,38.2277,9.359,156.144
41202#H903#Sensorineural hearing loss bilateral,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0647,449945,107,1,0.00934579439252336,449838,280,0.000622446302891263,15.1468,2.1066,108.9074
Union#H661#Chronic tubotympanic suppurative otitis media,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0227,211076,37,1,0.027027027027027,211039,130,0.000615999886276944,45.066,6.1329,331.1565
Union#H748#Other specified disorders of middle ear and mastoid,European,ptv,Chapter VIII Diseases of the ear and mastoid process,0.0042,172682,156,2,0.0128205128205128,172526,103,0.000597011464938618,21.7404,5.3173,88.8887
131321#Source of report of I33 (Acute and subacute endocarditis),European,ptv,Chapter IX Diseases of the circulatory system,0.054,281218,638,2,0.00313479623824451,280580,162,0.000577375436595623,5.4433,1.3468,21.9994
131363#Source of report of I61 (Intracerebral haemorrhage),European,ptv,Chapter IX Diseases of the circulatory system,0.0611,377907,2351,4,0.00170140365801786,375556,232,0.000617750748223967,2.7572,1.0253,7.4146
131389#Source of report of I74 (Arterial embolism and thrombosis),European,ptv,Chapter IX Diseases of the circulatory system,0.0376,307771,2124,4,0.00188323917137476,305647,177,0.000579099418610358,3.2563,1.2076,8.7803
131405#Source of report of I84 (Haemorrhoids),European,ptv,Chapter IX Diseases of the circulatory system,0.0641,432760,28884,10,0.000346212435950699,403876,257,0.000636333924273787,0.5439,0.2891,1.0232
