Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
131893#Source of report of M31 (Other necrotizing vasculopathies),European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0947,387193,2023,1,0.000494315373208107,385170,18,0.0000467326115741101,10.5823,1.412,79.3098
131901#Source of report of M35 (Other systemic involvement of connective tissue),European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0575,358209,7377,2,0.000271112918530568,350832,17,0.0000484562411638619,5.5963,1.2927,24.227
41202#Block M30-M36#M30-M36 Systemic connective tissue disorders,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0992,251859,1872,1,0.000534188034188034,249987,13,0.0000520027041406153,10.2773,1.3437,78.6047
41202#M202#Hallux rigidus,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.093,238756,1934,1,0.000517063081695967,236822,11,0.0000464483873964412,11.1372,1.4371,86.3092
41202#M31#Other necrotizing vasculopathies,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0446,266626,935,1,0.00106951871657754,265691,12,0.0000451652483524094,23.7044,3.079,182.4918
41202#M316#Other giant cell arteritis,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0254,241120,620,1,0.00161290322580645,240500,9,0.0000374220374220374,43.1684,5.4607,341.2566
41202#M50#Cervical disc disorders,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.089,293218,1816,1,0.000550660792951542,291402,14,0.0000480435961318042,11.4675,1.5071,87.2546
41202#M503#Other cervical disc degeneration,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0137,321214,276,1,0.0036231884057971,320938,15,0.0000467379992397285,77.7995,10.2411,591.0289
41202#M513#Other specified intervertebral disc degeneration,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0997,273092,2198,1,0.000454959053685168,270894,12,0.0000442977696073003,10.2747,1.3354,79.0554
41202#M54#Dorsalgia,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0672,300462,16923,3,0.000177273533061514,283539,14,0.0000493759235942851,3.5907,1.0318,12.4962
41202#M5422#Cervicalgia Cervical region,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0491,289251,969,1,0.00103199174406605,288282,14,0.0000485635592926371,21.2713,2.7943,161.9245
41202#M5457#Low back pain Lumbosacral region,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0545,261554,1219,1,0.000820344544708778,260335,11,0.0000422532506193942,19.4301,2.5065,150.6183
41202#M6534#Trigger finger-Hand,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0559,277578,1062,1,0.000941619585687382,276516,14,0.0000506299816285495,18.6146,2.4455,141.6894
Union#M138#Other specified arthritis,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0206,134953,311,1,0.00321543408360129,134642,8,0.0000594168238736798,54.2879,6.7695,435.3632
Union#M1389#Other specified arthritis Site unspecified,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0026,157745,46,1,0.0217391304347826,157699,8,0.0000507295544042765,438.0306,53.6755,3574.6419
Union#M1399#Arthritis unspecified Site unspecified,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0606,139801,6384,2,0.00031328320802005,133417,7,0.0000524670769092395,5.9726,1.2405,28.7569
Union#M31#Other necrotizing vasculopathies,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0103,126747,2916,2,0.000685871056241427,123831,5,0.0000403776114220187,16.9974,3.2963,87.6477
Union#M316#Other giant cell arteritis,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0525,118970,1065,1,0.000938967136150235,117905,5,0.0000424070226029431,22.1617,2.5869,189.8595
Union#M35#Other systemic involvement of connective tissue,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0943,125656,7382,2,0.000270929287455974,118274,7,0.0000591846052386831,4.5787,0.951,22.0449
Union#M4690#Inflammatory spondylopathy unspecified Multiple sites in spine,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0103,114894,198,1,0.00505050505050505,114696,5,0.0000435934993373788,116.4376,13.5412,1001.2173
Union#M4782#Other spondylosis Cervical region,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0462,146544,5756,2,0.000347463516330785,140788,7,0.0000497201466034037,6.9905,1.4518,33.6585
Union#M503#Other cervical disc degeneration,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.068,150278,1171,1,0.00085397096498719,149107,8,0.000053652746014607,15.9294,1.9907,127.4667
Union#M5422#Cervicalgia Cervical region,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0772,142591,1628,1,0.000614250614250614,140963,6,0.0000425643608606514,14.4394,1.7373,120.0086
Union#M5457#Low back pain Lumbosacral region,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0837,128237,1394,1,0.000717360114777618,126843,7,0.0000551863327105162,13.0075,1.5992,105.7966
Union#M628#Other specified disorders of muscle,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0777,144072,1450,1,0.000689655172413793,142622,7,0.0000490807869753614,14.0604,1.7287,114.3578
Union#M6284#Other specified disorders of muscle Hand,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0017,157729,30,1,0.0333333333333333,157699,8,0.0000507295544042765,679.7026,82.3629,5609.2652
Union#M6534#Trigger finger-Hand,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0531,133299,1206,1,0.000829187396351576,132093,5,0.0000378521193401619,21.9233,2.5593,187.799
132059#Source of report of N32 (Other disorders of bladder),European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0862,347423,20480,3,0.000146484375,326943,15,0.0000458795569869977,3.1931,0.9243,11.0308
132065#Source of report of N35 (Urethral stricture),European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0307,329893,5716,2,0.000349895031490553,324177,14,0.0000431862840361901,8.1045,1.8415,35.6685
132099#Source of report of N61 (Inflammatory disorders of breast),European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0918,258959,1910,1,0.000523560209424084,257049,12,0.0000466837062194368,11.2204,1.4582,86.3374
40002#N19#Unspecified kidney failure,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0087,291938,196,1,0.00510204081632653,291742,12,0.0000411322332746056,124.6709,16.1322,963.4653
41202#N303#Trigonitis,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0098,191640,189,1,0.00529100529100529,191451,9,0.0000470094175533165,113.1454,14.2636,897.5234
41202#N32#Other disorders of bladder,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0806,262017,8327,2,0.000240182538729434,253690,13,0.0000512436438172573,4.688,1.0577,20.7778
41202#N328#Other specified disorders of bladder,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0233,308442,5280,2,0.000378787878787879,303162,12,0.0000395827973162863,9.5728,2.1419,42.7831
41202#N42#Other disorders of prostate,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.063,170436,1228,1,0.000814332247557003,169208,8,0.0000472790884591745,17.2372,2.1542,137.9264
41202#N428#Other specified disorders of prostate,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0265,169714,506,1,0.00197628458498024,169208,8,0.0000472790884591745,41.8812,5.2284,335.4809
Union#N302#Other chronic cystitis,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0666,198991,1242,1,0.000805152979066023,197749,10,0.0000505691558490814,15.9338,2.0381,124.5701
Union#N303#Trigonitis,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0263,107902,359,1,0.00278551532033426,107543,7,0.0000650902429725784,42.9114,5.2658,349.6853
Union#N35#Urethral stricture,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.045,201391,5784,2,0.000345781466113416,195607,10,0.0000511229148241116,6.7657,1.4821,30.886
Union#N359#Urethral stricture unspecified,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0428,201819,5640,2,0.000354609929078014,196179,10,0.0000509738555095092,6.9588,1.5244,31.7677
Union#N428#Other specified disorders of prostate,European,ptv5pcnt,Chapter XIV Diseases of the genitourinary system,0.0557,125373,1022,1,0.000978473581213307,124351,6,0.0000482505166826161,20.2979,2.4414,168.7563
20002#16#obstetric problem,European,ptv5pcnt,Chapter XV Pregnancy childbirth and the puerperium,0.0646,245523,1258,1,0.000794912559618442,244265,12,0.0000491269727549997,16.1929,2.1039,124.6308
Union#R01#Cardiac murmurs and other cardiac sounds,European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0481,82676,3319,2,0.000602591141910214,79357,7,0.0000882089796741308,6.8349,1.4193,32.9149
Union#R010#Benign and innocent cardiac murmurs,European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0147,84657,157,1,0.00636942675159236,84500,7,0.0000828402366863906,77.3745,9.4636,632.6168
Union#R07#Pain in throat and chest,European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0866,117140,51444,1,0.0000194386128605863,65696,7,0.000106551388212372,0.1824,0.0224,1.4828
Union#R522#Other chronic pain,European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.071,274060,199247,7,0.0000351322730078747,74813,7,0.0000935666261211287,0.3755,0.1317,1.0705
Union#R65#Systemic Inflammatory Response Syndrome [SIRS],European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0822,54460,773,1,0.00129366106080207,53687,5,0.0000931324156685976,13.9073,1.6228,119.1828
Union#R651#Systemic Inflammatory Response Syndrome of infectious origin with organ failure,European,ptv5pcnt,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0666,54266,532,1,0.0018796992481203,53734,6,0.000111661145643354,16.8638,2.0267,140.3213
130063#Source of report of A37 (Whooping cough),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0823,406947,2897,0,0,404050,431,0.00106669966588294,0,,
130137#Source of report of A81 (Atypical virus infections of central nervous system),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0738,459449,74,1,0.0135135135135135,459375,475,0.00103401360544218,13.2343,1.8356,95.4156
130149#Source of report of A87 (Viral meningitis),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0892,459449,480,2,0.00416666666666667,458969,474,0.00103274948852755,4.0472,1.0063,16.2774
130217#Source of report of B26 (Mumps),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0706,439717,9292,4,0.000430477830391735,430425,447,0.00103850845094964,0.4143,0.1548,1.1089
130311#Source of report of B80 (Enterobiasis),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0371,379351,717,3,0.00418410041841004,378634,381,0.00100624877850378,4.1714,1.3362,13.0224
130315#Source of report of B82 (Unspecified intestinal parasitism),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0853,459449,86,1,0.0116279069767442,459363,475,0.00103404061711544,11.3656,1.5794,81.789
130341#Source of report of B97 (Viral agents as the cause of diseases classified to other chapters),European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0871,404819,4207,8,0.00190159258378892,400612,412,0.00102842650744361,1.8506,0.9187,3.7279
20002#1657#septicaemia | sepsis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0356,384830,279,2,0.00716845878136201,384551,404,0.00105057586640004,6.8654,1.7026,27.6835
23054#CMV seropositivity for Human Cytomegalovirus,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0533,8567,4940,11,0.00222672064777328,3627,2,0.000551419906258616,4.0449,0.896,18.2605
40002#A498#Other bacterial infections of unspecified site,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0538,338242,55,1,0.0181818181818182,338187,339,0.00100240399542265,18.4556,2.5458,133.7935
40002#Block A30-A49#A30-A49 Other bacterial diseases,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0573,346318,1404,4,0.00284900284900285,344914,350,0.0010147457047264,2.8128,1.0483,7.547
40002#Chapter I#Chapter I Certain infectious and parasitic diseases,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0315,341449,1674,5,0.0029868578255675,339775,349,0.00102715032006475,2.9136,1.2036,7.0533
41202#A020#Salmonella enteritis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0932,431271,96,1,0.0104166666666667,431175,438,0.00101582883979823,10.3518,1.44,74.4161
41202#A491#Streptococcal and enterococcal infection unspecified site,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.095,319733,99,1,0.0101010101010101,319634,321,0.00100427363797343,10.1505,1.4113,73.0052
41202#A81#Atypical virus infections of central nervous system,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0477,431223,48,1,0.0208333333333333,431175,438,0.00101582883979823,20.9238,2.8804,151.9943
41202#A810#Creutzfeldt-Jakob disease,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.038,431213,38,1,0.0263157894736842,431175,438,0.00101582883979823,26.5789,3.6386,194.1507
41202#A87#Viral meningitis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0184,431377,202,2,0.0099009900990099,431175,438,0.00101582883979823,9.8342,2.4348,39.72
41202#B07#Viral warts,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0906,432210,1035,3,0.00289855072463768,431175,438,0.00101582883979823,2.8588,0.9169,8.913
41202#Block A80-A89#A80-A89 Viral infections of the central nervous system,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0067,431544,369,3,0.00813008130081301,431175,438,0.00101582883979823,8.0608,2.5778,25.2066
Union#A310#Pulmonary mycobacterial infection,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0824,294675,83,1,0.0120481927710843,294592,304,0.00103193569411254,11.8055,1.638,85.0881
Union#A37#Whooping cough,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0824,266247,2990,0,0,263257,279,0.00105980087898897,0,,
Union#A499#Bacterial infection unspecified,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0571,218434,373,2,0.00536193029490617,218061,223,0.00102264962556349,5.266,1.304,21.2665
Union#A81#Atypical virus infections of central nervous system,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0738,294666,74,1,0.0135135135135135,294592,304,0.00103193569411254,13.261,1.8372,95.7182
Union#A810#Creutzfeldt-Jakob disease,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0534,294645,53,1,0.0188679245283019,294592,304,0.00103193569411254,18.6164,2.5653,135.097
Union#A87#Viral meningitis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0893,295072,480,2,0.00416666666666667,294592,304,0.00103193569411254,4.0504,1.0055,16.3168
Union#B019#Varicella without complication,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0794,302778,8186,14,0.0017102369899829,294592,304,0.00103193569411254,1.6584,0.9701,2.8351
Union#B259#Cytomegaloviral disease unspecified,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.024,288269,5124,11,0.00214676034348166,283145,288,0.00101714669162443,2.113,1.1564,3.8608
Union#B270#Gammaherpesviral mononucleosis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.088,293722,8342,14,0.00167825461520019,285380,300,0.00105122993902866,1.5975,0.9343,2.7313
Union#B349#Viral infection unspecified,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0418,295079,11682,20,0.0017120356103407,283397,297,0.00104799980239734,1.6347,1.039,2.5719
Union#B80#Enterobiasis,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0415,246263,717,3,0.00418410041841004,245546,258,0.00105071962076352,3.9947,1.2769,12.4971
Union#B82#Unspecified intestinal parasitism,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0852,294678,86,1,0.0116279069767442,294592,304,0.00103193569411254,11.3889,1.5808,82.0506
Union#B957#Other staphylococcus as the cause of diseases classified to other chapters,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0376,229920,1167,4,0.00342759211653813,228753,242,0.0010579096230432,3.2477,1.2071,8.738
Union#B978#Other viral agents as the cause of diseases classified to other chapters,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0397,271317,713,3,0.00420757363253857,270604,281,0.00103841776174779,4.0648,1.3,12.7099
Union#Block A80-A89#A80-A89 Viral infections of the central nervous system,European,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0126,295051,459,3,0.0065359477124183,294592,304,0.00103193569411254,6.3688,2.0351,19.9312
20001#1021#anal cancer,European,ptvraredmg,Chapter II Neoplasms,0.0685,409303,68,1,0.0147058823529412,409235,426,0.00104096668173543,14.3231,1.9838,103.4128
20001#1027#small cell lung cancer,European,ptvraredmg,Chapter II Neoplasms,0.0636,409298,63,1,0.0158730158730159,409235,426,0.00104096668173543,15.4782,2.1413,111.8833
40001#C911#Chronic lymphocytic leukaemia of B-cell type,European,ptvraredmg,Chapter II Neoplasms,0.0925,200627,103,1,0.00970873786407767,200524,188,0.000937543635674533,10.4472,1.45,75.2719
40001#D43#Neoplasm of uncertain or unknown behaviour of brain and central nervous system,European,ptvraredmg,Chapter II Neoplasms,0.0418,341722,42,1,0.0238095238095238,341680,346,0.0010126434090377,24.0613,3.3004,175.4166
40002#Block C51-C58#C51-C58 Malignant neoplasms of female genital organs,European,ptvraredmg,Chapter II Neoplasms,0.0722,186003,70,1,0.0142857142857143,185933,198,0.00106489972194285,13.595,1.8788,98.3731
40002#C64#Malignant neoplasm of kidney except renal pelvis,European,ptvraredmg,Chapter II Neoplasms,0.0828,220534,92,1,0.0108695652173913,220442,206,0.000934486168697435,11.7484,1.6295,84.7062
40002#C782#Secondary malignant neoplasm of pleura,European,ptvraredmg,Chapter II Neoplasms,0.0453,247955,44,1,0.0227272727272727,247911,260,0.00104876346753472,22.1513,3.0389,161.4637
40006#Block C50-C50#C50-C50 Malignant neoplasm of breast,European,ptvraredmg,Chapter II Neoplasms,0.0607,204223,17203,10,0.000581293960355752,187020,199,0.00106405732007272,0.546,0.2893,1.0308
40006#Block D10-D36#D10-D36 Benign neoplasms,European,ptvraredmg,Chapter II Neoplasms,0.0643,297424,1466,4,0.00272851296043656,295958,299,0.00101027848546077,2.7054,1.0074,7.2654
40006#C20#Malignant neoplasm of rectum,European,ptvraredmg,Chapter II Neoplasms,0.0479,248213,2499,6,0.00240096038415366,245714,252,0.00102558258788673,2.3443,1.0423,5.2729
40006#C50#Malignant neoplasm of breast,European,ptvraredmg,Chapter II Neoplasms,0.0606,204223,17203,10,0.000581293960355752,187020,198,0.00105871029836381,0.5488,0.2907,1.0361
40006#C629#Malignant neoplasm: Testis unspecified,European,ptvraredmg,Chapter II Neoplasms,0.0685,156191,444,2,0.00450450450450451,155747,148,0.000950259074011056,4.7572,1.175,19.2603
40006#C679#Malignant neoplasm: Bladder unspecified,European,ptvraredmg,Chapter II Neoplasms,0.0611,203167,1493,4,0.00267916945746818,201674,196,0.000971865485883158,2.7614,1.0248,7.4411
40006#C92#Myeloid leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0074,276131,725,4,0.00551724137931034,275406,284,0.00103120483940074,5.3744,1.9978,14.4578
40006#C927#Other myeloid leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0031,224139,82,2,0.024390243902439,224057,219,0.000977429850439843,25.5523,6.2422,104.5971
40006#D032#Melanoma in situ of ear and external auricular canal,European,ptvraredmg,Chapter II Neoplasms,0.0532,202889,56,1,0.0178571428571429,202833,197,0.000971242352082748,18.702,2.5753,135.8153
40006#D059#Carcinoma in situ of breast unspecified,European,ptvraredmg,Chapter II Neoplasms,0.024,187002,220,2,0.00909090909090909,186782,200,0.00107076699039522,8.5588,2.1123,34.6786
40011#8243#Goblet cell carcinoid (Mucocarcinoid Tumor),European,ptvraredmg,Chapter II Neoplasms,0.0336,459449,33,1,0.0303030303030303,459416,475,0.00103392132620544,30.1935,4.1173,221.4171
40011#8290#Oxyphilic adenocarcinoma,European,ptvraredmg,Chapter II Neoplasms,0.0545,363693,54,1,0.0185185185185185,363639,376,0.00103399250355435,18.2288,2.5143,132.1567
40011#9061#Seminoma| NOS,European,ptvraredmg,Chapter II Neoplasms,0.0796,210252,468,2,0.00427350427350427,209784,207,0.000986729207184533,4.3453,1.0763,17.5431
40011#9400#Astrocytoma| NOS,European,ptvraredmg,Chapter II Neoplasms,0.069,459449,69,1,0.0144927536231884,459380,475,0.00103400235099482,14.2076,1.9687,102.533
41202#C188#Malignant neoplasm: Overlapping lesion of colon,European,ptvraredmg,Chapter II Neoplasms,0.0575,318044,59,1,0.0169491525423729,317985,318,0.00100004717203642,17.2233,2.3783,124.7292
41202#C48#Malignant neoplasm of retroperitoneum and peritoneum,European,ptvraredmg,Chapter II Neoplasms,0.0478,205134,341,2,0.00586510263929619,204793,207,0.00101077673553295,5.8309,1.4427,23.5671
41202#C480#Malignant neoplasm: Retroperitoneum,European,ptvraredmg,Chapter II Neoplasms,0.0697,318057,72,1,0.0138888888888889,317985,318,0.00100004717203642,14.0698,1.9488,101.5796
41202#C504#Malignant neoplasm: Upper-outer quadrant of breast,European,ptvraredmg,Chapter II Neoplasms,0.0574,175809,3723,0,0,172086,175,0.00101693339376823,0,,
41202#C710#Malignant neoplasm: Cerebrum except lobes and ventricles,European,ptvraredmg,Chapter II Neoplasms,0.0697,318057,72,1,0.0138888888888889,317985,318,0.00100004717203642,14.0698,1.9488,101.5796
41202#C75#Malignant neoplasm of other endocrine glands and related structures,European,ptvraredmg,Chapter II Neoplasms,0.0556,318042,57,1,0.0175438596491228,317985,318,0.00100004717203642,17.8384,2.4618,129.261
41202#C93#Monocytic leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0933,212784,96,1,0.0104166666666667,212688,216,0.0010155721056195,10.3544,1.4371,74.6053
41202#C931#Chronic myelomonocytic leukaemia,European,ptvraredmg,Chapter II Neoplasms,0.0813,218183,88,1,0.0113636363636364,218095,209,0.000958297989408285,11.983,1.6613,86.4338
41202#D032#Melanoma in situ of ear and external auricular canal,European,ptvraredmg,Chapter II Neoplasms,0.0588,167948,62,1,0.0161290322580645,167886,163,0.000970896918146838,16.8685,2.3245,122.4136
41202#D034#Melanoma in situ of scalp and neck,European,ptvraredmg,Chapter II Neoplasms,0.0931,197923,92,1,0.0108695652173913,197831,209,0.00105645727919285,10.3908,1.4413,74.9125
41202#D09#Carcinoma in situ of other and unspecified sites,European,ptvraredmg,Chapter II Neoplasms,0.0083,186642,419,3,0.00715990453460621,186223,179,0.000961213169157408,7.4953,2.385,23.5559
41202#D090#Carcinoma in situ: Bladder,European,ptvraredmg,Chapter II Neoplasms,0.0069,179941,377,3,0.00795755968169761,179564,180,0.00100242810362879,7.9939,2.5426,25.133
41202#D100#Benign neoplasm: Lip,European,ptvraredmg,Chapter II Neoplasms,0.0918,318081,96,1,0.0104166666666667,317985,318,0.00100004717203642,10.5153,1.4615,75.6552
41202#D14#Benign neoplasm of middle ear and respiratory system,European,ptvraredmg,Chapter II Neoplasms,0.0071,227269,391,3,0.00767263427109975,226878,221,0.00097409180264283,7.9299,2.527,24.8845
41202#D140#Benign neoplasm: Middle ear nasal cavity and accessory sinuses,European,ptvraredmg,Chapter II Neoplasms,0.0014,237970,226,3,0.0132743362831858,237744,227,0.000954808533548691,14.0762,4.4722,44.3046
41202#D16#Benign neoplasm of bone and articular cartilage,European,ptvraredmg,Chapter II Neoplasms,0.0598,281983,382,2,0.00523560209424084,281601,289,0.00102627476464927,5.1231,1.2705,20.6584
41202#D161#Benign neoplasm: Short bones of upper limb,European,ptvraredmg,Chapter II Neoplasms,0.0018,245995,63,2,0.0317460317460317,245932,240,0.000975879511409658,33.5645,8.1607,138.0493
41202#D226#Melanocytic naevi of upper limb including shoulder,European,ptvraredmg,Chapter II Neoplasms,0.0223,254595,593,3,0.00505902192242833,254002,252,0.000992118172297856,5.1201,1.6356,16.0282
41202#D401#Neoplasm of uncertain or unknown behaviour: Testis,European,ptvraredmg,Chapter II Neoplasms,0.0537,146279,56,1,0.0178571428571429,146223,143,0.000977958323929888,18.5734,2.5528,135.1326
41202#D41#Neoplasm of uncertain or unknown behaviour of urinary organs,European,ptvraredmg,Chapter II Neoplasms,0.0084,208205,1261,5,0.00396510705789056,206944,199,0.000961612803463739,4.1358,1.6997,10.0634
41202#D412#Neoplasm of uncertain or unknown behaviour: Ureter,European,ptvraredmg,Chapter II Neoplasms,0.0422,186144,42,1,0.0238095238095238,186102,190,0.00102094550300373,23.8655,3.266,174.3885
41202#D414#Neoplasm of uncertain or unknown behaviour: Bladder,European,ptvraredmg,Chapter II Neoplasms,0.0706,204887,972,3,0.00308641975308642,203915,197,0.000966088811514602,3.2016,1.0219,10.0299
41202#D479#Neoplasm of uncertain or unknown behaviour of lymphoid haematopoietic and related tissue unspecified,European,ptvraredmg,Chapter II Neoplasms,0.0584,318045,60,1,0.0166666666666667,317985,318,0.00100004717203642,16.9314,2.3386,122.5804
Union#C181#Malignant neoplasm: Appendix,European,ptvraredmg,Chapter II Neoplasms,0.0318,241942,268,2,0.00746268656716418,241674,248,0.00102617575742529,7.3195,1.8109,29.584
Union#C188#Malignant neoplasm: Overlapping lesion of colon,European,ptvraredmg,Chapter II Neoplasms,0.0898,273874,92,1,0.0108695652173913,273782,279,0.001019058959318,10.7725,1.496,77.5738
Union#C20#Malignant neoplasm of rectum,European,ptvraredmg,Chapter II Neoplasms,0.0973,214976,3538,7,0.00197851893725269,211438,211,0.000997928470757385,1.9846,0.934,4.2171
Union#C227#Malignant neoplasm: Other specified carcinomas of liver,European,ptvraredmg,Chapter II Neoplasms,0.0508,273833,51,1,0.0196078431372549,273782,279,0.001019058959318,19.6059,2.6989,142.4248
Union#C24#Malignant neoplasm of other and unspecified parts of biliary tract,European,ptvraredmg,Chapter II Neoplasms,0.0846,242565,466,2,0.00429184549356223,242099,249,0.00102850486784332,4.1866,1.0381,16.8836
Union#C480#Malignant neoplasm: Retroperitoneum,European,ptvraredmg,Chapter II Neoplasms,0.0945,273879,97,1,0.0103092783505155,273782,279,0.001019058959318,10.2114,1.4188,73.4926
Union#C496#Malignant neoplasm: Connective and soft tissue of trunk unspecified,European,ptvraredmg,Chapter II Neoplasms,0.0518,273834,52,1,0.0192307692307692,273782,279,0.001019058959318,19.2215,2.647,139.5792
Union#C673#Malignant neoplasm: Anterior wall of bladder,European,ptvraredmg,Chapter II Neoplasms,0.0135,183359,177,2,0.0112994350282486,183182,179,0.000977170245984868,11.6842,2.8769,47.4532
Union#C675#Malignant neoplasm: Bladder neck,European,ptvraredmg,Chapter II Neoplasms,0.0296,151326,278,2,0.00719424460431655,151048,143,0.000946718923785816,7.647,1.8846,31.0277
Union#C676#Malignant neoplasm: Ureteric orifice,European,ptvraredmg,Chapter II Neoplasms,0.0418,187773,322,2,0.0062111801242236,187451,186,0.000992259310433127,6.2925,1.5553,25.458
