Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#M15#Polyarthrosis,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0646,138328,15448,79,0.00511393060590368,122880,502,0.00408528645833333,1.2531,0.9879,1.5895
Union#M163#Other dysplastic coxarthrosis,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0441,100446,195,3,0.0153846153846154,100251,399,0.0039800101744621,3.9102,1.2448,12.2833
Union#M18#Arthrosis of first carpometacarpal joint,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0674,112678,2848,5,0.00175561797752809,109830,443,0.0040335063279614,0.4343,0.1797,1.0493
Union#M198#Other specified arthrosis,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0193,136625,252,4,0.0158730158730159,136373,544,0.00398905941791997,4.0272,1.4942,10.8539
Union#M1993#Arthrosis unspecified Forearm,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0771,137584,737,6,0.00814111261872456,136847,543,0.00396793499309448,2.0604,0.9185,4.6216
Union#M1997#Arthrosis unspecified Ankle and foot,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.039,131569,5156,11,0.00213343677269201,126413,502,0.00397111056616013,0.5362,0.2949,0.9752
Union#M239#Internal derangement of knee unspecified,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0727,128442,243,3,0.0123456790123457,128199,505,0.00393918829320042,3.1607,1.0088,9.9028
Union#M24#Other specific joint derangements,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.022,162816,5117,10,0.00195427008012507,157699,628,0.00398227002073571,0.4897,0.2621,0.9153
Union#M2553#Pain in joint Forearm,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0292,132690,559,6,0.0107334525939177,132131,539,0.00407928495205516,2.6489,1.1796,5.9481
Union#M2561#Stiffness of joint not elsewhere classified Shoulder region,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0509,157906,207,3,0.0144927536231884,157699,628,0.00398227002073571,3.6781,1.1733,11.5305
Union#M257#Osteophyte,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0103,148396,6386,13,0.00203570310053241,142010,571,0.0040208436025632,0.5053,0.2914,0.8761
Union#M32#Systemic lupus erythematosus,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0993,98758,910,7,0.00769230769230769,97848,385,0.00393467418853732,1.9624,0.9266,4.156
Union#M415#Other secondary scoliosis,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0606,102391,97,2,0.0206185567010309,102294,418,0.004086261168788,5.131,1.2606,20.885
Union#M47#Spondylosis,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0818,172738,34472,116,0.00336504989556742,138266,557,0.00402846686821055,0.8348,0.6832,1.02
Union#M4796#Spondylosis unspecified Lumbar region,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0216,131688,1797,14,0.00779076238174736,129891,518,0.00398795913496701,1.9611,1.1509,3.3414
Union#M509#Cervical disc disorder unspecified,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0014,157754,55,3,0.0545454545454545,157699,628,0.00398227002073571,14.4296,4.4945,46.3262
Union#M510#Lumbar and other intervertebral disc disorders with myelopathy,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0311,158281,582,6,0.0103092783505155,157699,628,0.00398227002073571,2.6053,1.1612,5.8456
Union#M512#Other specified intervertebral disc displacement,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0131,150857,5187,10,0.00192789666473877,145670,589,0.00404338573488021,0.4758,0.2545,0.8895
Union#M5338#Sacrococcygeal disorders not elsewhere classified-Sacral/s,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0317,99587,168,3,0.0178571428571429,99419,402,0.00404349269254368,4.4784,1.4236,14.0877
Union#M5499#Dorsalgia unspecified Site unspecified,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0021,143716,2769,2,0.000722282412423258,140947,578,0.0041008322277168,0.1755,0.0438,0.7039
Union#M620#Diastasis of muscle,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0499,99587,91,2,0.021978021978022,99496,388,0.00389965425745759,5.7401,1.4085,23.3928
Union#M622#Ischaemic infarction of muscle,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0136,93357,47,2,0.0425531914893617,93310,348,0.00372950380452256,11.8725,2.8689,49.1328
Union#M626#Muscle strain,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0132,157821,122,3,0.0245901639344262,157699,628,0.00398227002073571,6.3054,1.9996,19.8829
Union#M6266#Muscle strain Lower leg,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0087,157734,35,2,0.0571428571428571,157699,628,0.00398227002073571,15.1584,3.6295,63.308
Union#M7666#Achilles tendinitis Lower leg,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.022,157756,57,2,0.0350877192982456,157699,628,0.00398227002073571,9.095,2.2137,37.3676
Union#M7918#Myalgia Other,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0297,140611,290,4,0.0137931034482759,140321,557,0.00396947000092645,3.5094,1.3036,9.4478
Union#M7925#Neuralgia and neuritis unspecified Pelvic region and thigh,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0578,157796,97,2,0.0206185567010309,157699,628,0.00398227002073571,5.2655,1.2951,21.4091
Union#M7926#Neuralgia and neuritis unspecified Lower leg,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0642,157802,103,2,0.0194174757281553,157699,628,0.00398227002073571,4.9527,1.2192,20.12
Union#M794#Hypertrophy of (infrapatellar) fat pad,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0332,157873,174,3,0.0172413793103448,157699,628,0.00398227002073571,4.3879,1.3975,13.7775
Union#M7946#Hypertrophy of (infrapatellar) fat pad Lower leg,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0686,157806,107,2,0.0186915887850467,157699,628,0.00398227002073571,4.7641,1.1733,19.3436
Union#M7965#Pain in limb Pelvic region and thigh,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0614,130875,1516,11,0.00725593667546174,129359,517,0.00399662953486035,1.8215,1.0003,3.3169
Union#M7967#Pain in limb Ankle and foot,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0166,137183,1110,10,0.00900900900900901,136073,547,0.00401990108250718,2.2524,1.2017,4.2217
Union#M7970#Fibromyalgia Multiple sites,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0548,91702,208,3,0.0144230769230769,91494,373,0.00407677006142479,3.575,1.1384,11.2273
Union#M8580#Other specified disorders of bone density and structure Multiple sites,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0623,102687,218,3,0.0137614678899083,102469,421,0.00410855966194654,3.3822,1.0779,10.6124
Union#M995#Intervertebral disc stenosis of neural canal,European,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0249,157760,61,2,0.0327868852459016,157699,628,0.00398227002073571,8.4784,2.067,34.7759
132051#Source of report of N28 (Other disorders of kidney and ureter not elsewhere classified),European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0635,369113,10314,52,0.00504169090556525,358799,1377,0.00383780333835936,1.3153,0.9965,1.7361
132071#Source of report of N39 (Other disorders of urinary system),European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0808,366769,54701,190,0.00347342827370615,312068,1244,0.00398631067587833,0.8709,0.7474,1.0148
20002#1519#kidney nephropathy,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0492,409269,91,2,0.021978021978022,409178,1587,0.00387850764215085,5.7715,1.42,23.458
20002#1557#pelvic inflammatory disease| pid,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0269,214727,65,2,0.0307692307692308,214662,836,0.0038944946008143,8.1198,1.9836,33.2381
41202#Block N00-N08#N00-N08 Glomerular diseases,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0186,312129,1253,0,0,310876,1209,0.00388901040929502,0,,
41202#N02#Recurrent and persistent haematuria,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0824,315318,790,0,0,314528,1207,0.00383749618475939,0,,
41202#N309#Cystitis unspecified,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0178,289111,1463,12,0.00820232399179768,287648,1125,0.00391103014795862,2.1063,1.1898,3.7288
41202#N428#Other specified disorders of prostate,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0471,169714,506,5,0.00988142292490119,169208,647,0.00382369627913574,2.6001,1.0739,6.2954
Union#N135#Kinking and stricture of ureter without hydronephrosis,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0377,223894,987,0,0,222907,871,0.00390745916458433,0,,
Union#N28#Other disorders of kidney and ureter not elsewhere classified,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0985,233656,10749,53,0.00493069122709089,222907,871,0.00390745916458433,1.2632,0.9566,1.6679
Union#N280#Ischaemia and infarction of kidney,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0976,201101,281,3,0.0106761565836299,200820,779,0.00387909570759885,2.7711,0.8864,8.6636
Union#N289#Disorder of kidney and ureter unspecified,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0017,212941,1258,13,0.0103338632750397,211683,822,0.00388316492113207,2.6785,1.5443,4.6459
Union#N329#Bladder disorder unspecified,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0504,202227,1397,1,0.000715819613457409,200830,790,0.00393367524772195,0.1814,0.0255,1.2902
Union#N399#Disorder of urinary system unspecified,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0829,223707,800,0,0,222907,871,0.00390745916458433,0,,
Union#N428#Other specified disorders of prostate,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0674,125373,1022,8,0.00782778864970646,124351,481,0.00386808308738973,2.0318,1.0075,4.0973
Union#N61#Inflammatory disorders of breast,European,flexdmg,Chapter XIV Diseases of the genitourinary system,0.0985,104389,1954,3,0.0015353121801433,102435,409,0.00399277590667252,0.3836,0.1231,1.1953
132463#Source of report of Q17 (Other congenital malformations of ear),European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0819,459449,122,2,0.0163934426229508,459327,1780,0.00387523485447187,4.2841,1.0584,17.3419
132469#Source of report of Q21 (Congenital malformations of cardiac septa),European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0357,459449,1268,10,0.00788643533123028,458181,1772,0.00386746722365179,2.0474,1.097,3.8213
132505#Source of report of Q40 (Other congenital malformations of upper alimentary tract),European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0383,328394,328,4,0.0121951219512195,328066,1252,0.00381630525564978,3.2226,1.2003,8.652
41202#Block Q10-Q18#Q10-Q18 Congenital malformations of eye ear face and neck,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0431,413529,336,4,0.0119047619047619,413193,1601,0.00387470262080916,3.0974,1.1543,8.3118
41202#Block Q30-Q34#Q30-Q34 Congenital malformations of the respiratory system,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0305,455883,70,2,0.0285714285714286,455813,1765,0.00387220197756536,7.5662,1.8529,30.8961
41202#Q12#Congenital lens malformations,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0394,357606,81,2,0.0246913580246914,357525,1378,0.00385427592476051,6.5431,1.6065,26.6495
41202#Q120#Congenital cataract,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0343,356582,75,2,0.0266666666666667,356507,1375,0.00385686676558946,7.0761,1.7349,28.8615
41202#Q17#Other congenital malformations of ear,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0091,455850,37,2,0.0540540540540541,455813,1765,0.00387220197756536,14.7001,3.5329,61.1662
41202#Q21#Congenital malformations of cardiac septa,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0489,456319,506,5,0.00988142292490119,455813,1765,0.00387220197756536,2.5674,1.0626,6.203
41202#Q211#Atrial septal defect,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0366,456279,466,5,0.0107296137339056,455813,1765,0.00387220197756536,2.7901,1.1544,6.7437
Union#Block Q10-Q18#Q10-Q18 Congenital malformations of eye ear face and neck,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0835,442448,592,5,0.00844594594594595,441856,1716,0.00388361819235226,2.1848,0.9048,5.2754
Union#Q17#Other congenital malformations of ear,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0822,441978,122,2,0.0163934426229508,441856,1716,0.00388361819235226,4.2749,1.056,17.3049
Union#Q21#Congenital malformations of cardiac septa,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0362,443124,1268,10,0.00788643533123028,441856,1716,0.00388361819235226,2.0389,1.0924,3.8056
Union#Q211#Atrial septal defect,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0194,442703,847,8,0.00944510035419126,441856,1716,0.00388361819235226,2.4457,1.2171,4.9146
Union#Q40#Other congenital malformations of upper alimentary tract,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0399,316028,328,4,0.0121951219512195,315700,1221,0.00386759581881533,3.1797,1.1843,8.5372
Union#Q402#Other specified congenital malformations of stomach,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0022,441922,66,3,0.0454545454545455,441856,1716,0.00388361819235226,12.2139,3.8319,38.9306
Union#Q796#Ehlers-Danlos syndrome,European,flexdmg,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0935,278389,130,2,0.0153846153846154,278259,1094,0.00393158891536302,3.9586,0.9782,16.0204
20002#1473#high cholesterol,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.000009057,349470,55906,277,0.00495474546560298,293564,1070,0.00364486108650925,1.3612,1.1923,1.5539
41202#Block R10-R19#R10-R19 Symptoms and signs involving the digestive system and abdomen,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0872,316071,67461,227,0.00336490713152785,248610,951,0.00382526849282008,0.8792,0.7605,1.0165
41202#Block R25-R29#R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0921,260955,6314,15,0.00237567310738042,254641,953,0.00374252378839229,0.6339,0.3804,1.0563
41202#R030#Elevated blood-pressure reading without diagnosis of hypertension,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0463,284131,90,2,0.0222222222222222,284041,1076,0.00378818550843012,5.9768,1.4696,24.3067
41202#R07#Pain in throat and chest,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0849,304446,44939,196,0.00436146776741806,259507,989,0.00381107253368888,1.1451,0.982,1.3351
41202#R10#Abdominal and pelvic pain,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0577,282768,38010,121,0.00318337279663247,244758,935,0.00382009985373308,0.8328,0.6889,1.0067
41202#R195#Other faecal abnormalities,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0943,272356,2389,4,0.00167434072833822,269967,1029,0.00381157697051862,0.4383,0.1641,1.1711
41202#R222#Localized swelling mass and lump trunk,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0347,284361,320,4,0.0125,284041,1076,0.00378818550843012,3.3288,1.2394,8.9408
41202#R29#Other symptoms and signs involving the nervous and musculoskeletal systems,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0623,258502,4511,9,0.00199512303258701,253991,952,0.00374816430503443,0.5314,0.2754,1.0251
41202#R40#Somnolence stupor and coma,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0966,237506,455,4,0.00879120879120879,237051,897,0.00378399584899452,2.335,0.8707,6.2622
41202#R47#Speech disturbances not elsewhere classified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0265,237361,928,8,0.00862068965517241,236433,889,0.00376005041597408,2.3039,1.1452,4.6353
41202#R478#Other and unspecified speech disturbances,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0208,225591,404,5,0.0123762376237624,225187,862,0.00382792967622465,3.2611,1.3465,7.8981
41202#R591#Generalized enlarged lymph nodes,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0419,237691,344,4,0.0116279069767442,237347,889,0.00374557083089317,3.1292,1.1651,8.4041
41202#R89#Abnormal findings in specimens from other organs systems and tissues,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0088,284078,37,2,0.0540540540540541,284041,1076,0.00378818550843012,15.0273,3.6097,62.5587
Union#Block R00-R09#R00-R09 Symptoms and signs involving the circulatory and respiratory systems,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0009477,154838,90140,393,0.00435988462391835,64698,213,0.00329221923397941,1.3257,1.1217,1.5668
Union#Block R40-R46#R40-R46 Symptoms and signs involving cognition perception emotional state and behaviour,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0312,89604,26785,118,0.00440545081202165,62819,216,0.00343845015043219,1.2825,1.0243,1.6058
Union#Block R70-R79#R70-R79 Abnormal findings on examination of blood without diagnosis,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0295,71636,22393,101,0.00451033805206984,49243,168,0.0034116524176025,1.3235,1.0335,1.6948
Union#Chapter XVIII#Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0306,299152,231093,939,0.0040632991912347,68059,236,0.0034675796000529,1.1725,1.0163,1.3527
Union#R000#Tachycardia unspecified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0933,73399,6401,30,0.00468676769254804,66998,224,0.00334338338457864,1.4037,0.9581,2.0566
Union#R04#Haemorrhage from respiratory passages,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.032,63505,8375,42,0.00501492537313433,55130,190,0.00344639941955378,1.4574,1.0426,2.0374
Union#R060#Dyspnoea,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0926,103958,29634,127,0.00428561787136397,74324,265,0.00356547010386954,1.2028,0.9731,1.4868
Union#R065#Mouth breathing,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0011,213760,159898,654,0.00409010744349523,53862,167,0.00310051613382348,1.3205,1.1138,1.5655
Union#R07#Pain in throat and chest,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0535,117140,51444,223,0.00433481066791074,65696,237,0.00360752557233317,1.2025,1.0012,1.4443
Union#R074#Chest pain unspecified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0279,157559,94335,390,0.00413420257592622,63224,217,0.00343224092116918,1.2054,1.0207,1.4235
Union#R190#Intra-abdominal and pelvic swelling mass and lump,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0668,76829,2103,13,0.00618164526866381,74726,272,0.00363996467093114,1.7026,0.9744,2.9752
Union#R195#Other faecal abnormalities,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0953,79141,5891,12,0.00203700560176541,73250,245,0.00334470989761092,0.6082,0.3405,1.0864
Union#R222#Localized swelling mass and lump trunk,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0457,61148,1224,9,0.00735294117647059,59924,211,0.00352112676056338,2.0963,1.0732,4.0948
Union#R42#Dizziness and giddiness,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0134,82933,12235,63,0.00514916223947691,70698,253,0.00357860194064896,1.4411,1.0929,1.9004
Union#R520#Acute pain,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0438,59642,219,3,0.0136986301369863,59423,209,0.00351715665651347,3.935,1.2491,12.3965
Union#R572#Septic shock,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0745,51336,853,6,0.00703399765533412,50483,170,0.00336747023750569,2.0965,0.9262,4.7459
Union#R591#Generalized enlarged lymph nodes,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0036,55396,1034,10,0.00967117988394584,54362,183,0.00336632206320592,2.8912,1.5253,5.4804
Union#R60#Oedema not elsewhere classified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0099,68241,6997,37,0.00528798056309847,61244,201,0.00328195415061067,1.6145,1.136,2.2945
Union#R600#Localized oedema,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0278,66960,5429,28,0.00515748756677105,61531,200,0.00325039411028587,1.5898,1.0694,2.3633
Union#R73#Elevated blood glucose level,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0573,65950,3619,19,0.00525006907985631,62331,207,0.00332097992972999,1.5839,0.9889,2.5369
Union#R739#Hyperglycaemia unspecified,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0271,62103,1090,8,0.0073394495412844,61013,194,0.00317965023847377,2.3179,1.14,4.713
Union#R79#Other abnormal findings of blood chemistry,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0238,62456,16572,71,0.00428433502293024,45884,141,0.00307296661145497,1.3959,1.0489,1.8577
Union#R845#Abnormal findings in specimens from respiratory organs and thorax Abnormal microbiological findings,European,flexdmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0783,58885,260,3,0.0115384615384615,58625,222,0.00378678038379531,3.0709,0.9765,9.6579
41202#Z850#Personal history of malignant neoplasm of digestive organs,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0549,374809,95,2,0.0210526315789474,374714,1481,0.00395234765714652,5.4197,1.3342,22.0148
Union#Z510#Radiotherapy session,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0613,161532,3206,19,0.00592638802245789,158326,605,0.00382122961484532,1.5542,0.9831,2.4571
Union#Z82#Family history of certain disabilities and chronic diseases leading to disablement,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0674,158395,26606,122,0.00458543185747576,131789,500,0.00379394334883792,1.2096,0.9919,1.475
Union#Z826#Family history of arthritis and other diseases of the musculoskeletal system and connective tissue,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0997,112334,285,3,0.0105263157894737,112049,432,0.00385545609510125,2.7486,0.8777,8.6075
Union#Z861#Personal history of infectious and parasitic diseases,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0775,154255,6470,33,0.00510046367851623,147785,548,0.00370808945427479,1.3774,0.9685,1.959
Union#Z865#Personal history of other mental and behavioural disorders,European,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0297,141926,2333,16,0.00685812258894128,139593,543,0.00388987986503621,1.7683,1.0738,2.9122
130337#Source of report of B95 (Streptococcus and staphylococcus as the cause of diseases classified to other chapters),European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0626,368484,8826,25,0.00283254022207115,359658,681,0.00189346545885258,1.4974,1.004,2.2331
40001#A09#Other gastroenteritis and colitis of infectious and unspecified origin,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.061,457515,33,1,0.0303030303030303,457482,871,0.00190390004415474,16.3824,2.236,120.026
40001#A099#Gastroenteritis and colitis of unspecified origin,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0592,457514,32,1,0.03125,457482,871,0.00190390004415474,16.9109,2.3059,124.0183
40001#Block A00-A09#A00-A09 Intestinal infectious diseases,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0056,457540,58,2,0.0344827586206897,457482,871,0.00190390004415474,18.7228,4.5618,76.8432
41202#A499#Bacterial infection unspecified,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0152,321776,98,2,0.0204081632653061,321678,610,0.00189630624413233,10.9654,2.6972,44.5803
Union#A048#Other specified bacterial intestinal infections,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0254,278536,2266,0,0,276270,516,0.00186773808231078,0,,
Union#A049#Bacterial intestinal infection unspecified,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0992,294648,56,1,0.0178571428571429,294592,548,0.00186019986965023,9.7559,1.3477,70.6253
Union#A319#Mycobacterial infection unspecified,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0771,294635,43,1,0.0232558139534884,294592,548,0.00186019986965023,12.7756,1.7552,92.9913
Union#B378#Candidiasis of other sites,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0254,278108,2264,0,0,275844,516,0.00187062252577544,0,,
Union#B441#Other pulmonary aspergillosis,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0951,249631,275,2,0.00727272727272727,249356,467,0.00187282439564318,3.9044,0.9687,15.7378
Union#B95#Streptococcus and staphylococcus as the cause of diseases classified to other chapters,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.044,242431,8826,25,0.00283254022207115,233605,431,0.00184499475610539,1.5368,1.0263,2.3013
Union#B974#Respiratory syncytial virus as the cause of diseases classified to other chapters,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0398,294760,168,2,0.0119047619047619,294592,548,0.00186019986965023,6.4648,1.5994,26.1314
Union#Block B20-B24#B20-B24 Human immunodeficiency virus [HIV] disease,European,flexnonsynmtr,Chapter I Certain infectious and parasitic diseases,0.0379,137598,166,2,0.0120481927710843,137432,251,0.00182635776238431,6.6651,1.6439,27.024
20001#1038#male genital tract cancer,European,flexnonsynmtr,Chapter II Neoplasms,0.0992,198929,4066,3,0.00073782587309395,194863,378,0.00193982438944284,0.3799,0.1219,1.1837
20001#1039#ovarian cancer,European,flexnonsynmtr,Chapter II Neoplasms,0.0048,215153,781,6,0.00768245838668374,214372,416,0.00194055193775307,3.9818,1.7731,8.9418
