Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#E059#Thyrotoxicosis unspecified,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0616,189031,3156,3,0.000950570342205323,185875,51,0.000274377942165434,3.4668,1.0814,11.1137
Union#E23#Hypofunction and other disorders of pituitary gland,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0592,254369,1449,2,0.00138026224982747,252920,67,0.000264905899098529,5.2162,1.2768,21.3101
Union#E237#Disorder of pituitary gland unspecified,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0197,252994,74,1,0.0135135135135135,252920,67,0.000264905899098529,51.6976,7.082,377.3862
Union#E669#Obesity unspecified,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0581,270381,34253,16,0.000467112369719441,236128,62,0.000262569453855536,1.7794,1.0269,3.0832
Union#E781#Pure hyperglyceridaemia,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.045,171646,168,1,0.00595238095238095,171478,46,0.000268255986190648,22.3161,3.0597,162.7637
Union#E788#Other disorders of lipoprotein metabolism,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0996,183362,409,1,0.00244498777506113,182953,46,0.00025143069531519,9.7457,1.3408,70.8379
Union#E806#Other disorders of bilirubin metabolism,European,ptv5pcnt,Chapter IV Endocrine nutritional and metabolic diseases,0.0163,177622,68,1,0.0147058823529412,177554,42,0.000236547754485959,63.0817,8.5577,464.9995
131005#Source of report of G06 (Intracranial and intraspinal abscess and granuloma),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0891,371095,353,1,0.0028328611898017,370742,97,0.000261637472959632,10.8553,1.5095,78.0622
131053#Source of report of G43 (Migraine),European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0942,333141,25300,2,0.0000790513833992095,307841,82,0.000266371276080834,0.2967,0.073,1.2066
20002#1245#brain abscess|intracranial abscess,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0176,421629,67,1,0.0149253731343284,421562,111,0.000263306465003961,57.5281,7.9148,418.1383
20002#1265#migraine,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0512,302384,13427,0,0,288957,77,0.00026647563478303,0,,
41202#G57#Mononeuropathies of lower limb,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0203,286115,2084,3,0.00143953934740883,284031,76,0.000267576426516824,5.3862,1.6978,17.088
41202#G573#Lesion of lateral popliteal nerve,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0087,419096,34,1,0.0294117647058824,419062,107,0.00025533214655588,118.6505,16.082,875.3842
41202#G576#Lesion of plantar nerve,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0796,272716,1672,2,0.00119617224880383,271044,74,0.000273018402916132,4.3853,1.0756,17.8789
41202#G70#Myasthenia gravis and other myoneural disorders,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0589,323917,234,1,0.00427350427350427,323683,83,0.000256423723210672,16.733,2.3197,120.7033
41202#G700#Myasthenia gravis,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0556,323229,210,1,0.00476190476190476,323019,87,0.000269334002024649,17.7601,2.4622,128.1045
Union#G06#Intracranial and intraspinal abscess and granuloma,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0915,254084,353,1,0.0028328611898017,253731,68,0.000268000362588726,10.5976,1.4674,76.535
Union#G43#Migraine,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.0882,233117,25619,2,0.0000780670596042,207498,56,0.000269882119345729,0.2892,0.0706,1.1852
Union#G573#Lesion of lateral popliteal nerve,European,ptv5pcnt,Chapter VI Diseases of the nervous system,0.02,299005,72,1,0.0138888888888889,298933,83,0.000277654190069347,50.7127,6.9638,369.3057
41202#H028#Other specified disorders of eyelid,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0311,359200,2624,3,0.00114329268292683,356576,90,0.000252400610248587,4.5337,1.4342,14.332
41202#H261#Traumatic cataract,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.029,225711,133,1,0.0075187969924812,225578,49,0.000217219764338721,34.8684,4.7795,254.3779
41202#H438#Other disorders of vitreous body,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0577,327471,240,1,0.00416666666666667,327231,80,0.000244475615085368,17.1104,2.3712,123.4668
41202#H532#Diplopia,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0947,317911,405,1,0.00246913580246914,317506,77,0.000242515102076811,10.2041,1.4158,73.5442
Union#H028#Other specified disorders of eyelid,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0508,267278,3471,3,0.000864304235090752,263807,61,0.000231229648947905,3.7402,1.173,11.9261
Union#H104#Chronic conjunctivitis,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0138,282979,56,1,0.0178571428571429,282923,69,0.000243882611169824,74.5333,10.1704,546.2155
Union#H215#Other adhesions and disruptions of iris and ciliary body,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0627,244533,251,1,0.00398406374501992,244282,62,0.00025380502861447,15.7561,2.1762,114.0756
Union#H261#Traumatic cataract,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0373,177161,153,1,0.0065359477124183,177008,43,0.000242926873361656,27.0754,3.7047,197.8789
Union#H278#Other specified disorders of lens,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0765,283245,322,1,0.0031055900621118,282923,69,0.000243882611169824,12.7705,1.7682,92.2334
Union#H348#Other retinal vascular occlusions,European,ptv5pcnt,Chapter VII Diseases of the eye and adnexa,0.0298,247212,1143,2,0.00174978127734033,246069,56,0.000227578443444725,7.7004,1.8769,31.593
131243#Source of report of H72 (Perforation of tympanic membrane),European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0964,459449,2047,2,0.000977039570102589,457402,115,0.000251419976300934,3.8889,0.9603,15.7483
131265#Source of report of H93 (Other disorders of ear not elsewhere classified),European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.094,413607,17630,1,0.0000567214974475326,395977,106,0.000267692315462767,0.2118,0.0296,1.518
2257#Hearing difficulty/problems with background noise,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0443,387744,170386,54,0.000316927447090723,217358,46,0.000211632422087064,1.4977,1.0107,2.2194
41202#H601#Cellulitis of external ear,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0406,450000,162,1,0.00617283950617284,449838,114,0.000253424566177157,24.5028,3.4013,176.5171
Union#H601#Cellulitis of external ear,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0488,211259,220,1,0.00454545454545455,211039,47,0.000222707651192434,20.4986,2.8156,149.2354
Union#H72#Perforation of tympanic membrane,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0724,185032,2047,2,0.000977039570102589,182985,38,0.000207667295133481,4.7085,1.1351,19.5302
Union#H729#Perforation of tympanic membrane unspecified,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0217,190915,982,2,0.00203665987780041,189933,42,0.000221130609214828,9.227,2.2304,38.1705
Union#H905#Sensorineural hearing loss unspecified,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0208,164567,1180,2,0.00169491525423729,163387,29,0.000177492701377711,9.5637,2.2794,40.1269
Union#H92#Otalgia and effusion of ear,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.093,209946,15051,7,0.000465085376386951,194895,44,0.000225762590112625,2.0606,0.928,4.5755
Union#H931#Tinnitus,European,ptv5pcnt,Chapter VIII Diseases of the ear and mastoid process,0.0863,214242,44486,16,0.000359663714427011,169756,36,0.000212069087396027,1.6962,0.9412,3.0569
131295#Source of report of I15 (Secondary hypertension),European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0615,361580,270,1,0.0037037037037037,361310,84,0.000232487337743212,15.9863,2.2177,115.2362
131317#Source of report of I31 (Other diseases of pericardium),European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.062,355857,3600,3,0.000833333333333333,352257,86,0.000244139931924703,3.4154,1.0797,10.8041
131385#Source of report of I72 (Other aneurysm and dissection),European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0094,340587,1628,3,0.00184275184275184,338959,87,0.000256668210609543,7.1909,2.2724,22.7554
131405#Source of report of I84 (Haemorrhoids),European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0364,432760,28884,2,0.0000692424871901399,403876,113,0.000279788846081471,0.2474,0.0611,1.0016
20002#1078#heart valve problem|heart murmur,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0699,300658,3610,3,0.000831024930747922,297048,76,0.000255850906250842,3.25,1.0247,10.3071
20002#1584#mitral valve disease,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0719,307326,290,1,0.00344827586206897,307036,78,0.000254041871311508,13.6172,1.8878,98.2214
40002#I11#Hypertensive heart disease,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0994,254811,430,1,0.00232558139534884,254381,61,0.000239797783639501,9.7184,1.3441,70.2659
40002#I38#Endocarditis valve unspecified,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0298,259479,131,1,0.00763358778625954,259348,59,0.000227493560775483,33.8056,4.6489,245.828
40002#I73#Other peripheral vascular diseases,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0992,257348,433,1,0.0023094688221709,256915,61,0.000237432613899539,9.747,1.3481,70.4721
40002#I739#Peripheral vascular disease unspecified,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0992,256160,431,1,0.00232018561484919,255729,61,0.000238533760347868,9.7472,1.3481,70.4737
41202#I21#Acute myocardial infarction,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0872,215244,14369,7,0.000487159858027699,200875,46,0.000228998133167393,2.1279,0.9606,4.7138
41202#I214#Acute subendocardial myocardial infarction,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0514,220643,4895,4,0.000817160367722165,215748,59,0.00027346719320689,2.9898,1.0856,8.234
41202#I518#Other ill-defined heart diseases,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0933,223012,428,1,0.00233644859813084,222584,50,0.000224634295367142,10.4231,1.4366,75.6265
41202#I728#Aneurysm and dissection of other specified arteries,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0309,348069,124,1,0.00806451612903226,347945,87,0.000250039517739873,32.5071,4.4921,235.2381
41202#I776#Arteritis unspecified,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0559,276243,256,1,0.00390625,275987,61,0.000221024903346897,17.7387,2.4496,128.453
41202#I99#Other and unspecified disorders of circulatory system,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0328,348077,132,1,0.00757575757575758,347945,87,0.000250039517739873,30.5219,4.2198,220.766
Union#I08#Multiple valve diseases,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0468,159215,11556,7,0.000605745932848737,147659,39,0.000264122065028207,2.2942,1.0259,5.1303
Union#I080#Disorders of both mitral and aortic valves,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.021,137002,2183,3,0.00137425561154375,134819,34,0.000252189973223359,5.4554,1.6743,17.7759
Union#I15#Secondary hypertension,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0782,132819,270,1,0.0037037037037037,132549,39,0.000294230812756037,12.6308,1.729,92.2692
Union#I151#Hypertension secondary to other renal disorders,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0311,119413,130,1,0.00769230769230769,119283,28,0.000234735880217634,33.0163,4.4587,244.4851
Union#I208#Other forms of angina pectoris,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0842,121326,3218,3,0.000932256059664388,118108,36,0.000304805770989264,3.0604,0.942,9.9433
Union#I31#Other diseases of pericardium,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0865,133464,3676,3,0.000816104461371056,129788,35,0.000269670539649274,3.028,0.9308,9.8498
Union#I311#Chronic constrictive pericarditis,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.024,94413,82,1,0.0121951219512195,94331,27,0.000286226161071122,43.1203,5.7902,321.12
Union#I500#Congestive heart failure,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.096,128531,8084,5,0.00061850569025235,120447,34,0.000282281833503533,2.1918,0.857,5.6057
Union#I518#Other ill-defined heart diseases,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0367,120781,7178,6,0.000835887433825578,113603,36,0.000316893039796484,2.6391,1.1116,6.2655
Union#I72#Other aneurysm and dissection,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0128,126482,1628,3,0.00184275184275184,124854,35,0.000280327422429398,6.5839,2.0228,21.429
Union#I723#Aneurysm and dissection of iliac artery,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0049,86122,345,2,0.00579710144927536,85777,24,0.000279795283117852,20.8341,4.9046,88.5
Union#I728#Aneurysm and dissection of other specified arteries,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0694,165431,270,1,0.0037037037037037,165161,43,0.000260352020150035,14.2749,1.9586,104.0392
Union#I741#Embolism and thrombosis of other and unspecified parts of aorta,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.027,106361,91,1,0.010989010989011,106270,31,0.000291709795803143,38.0785,5.1428,281.9443
Union#I84#Haemorrhoids,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0383,187527,28884,2,0.0000692424871901399,158643,43,0.000271048832914153,0.2554,0.0619,1.0544
Union#I950#Idiopathic hypotension,European,ptv5pcnt,Chapter IX Diseases of the circulatory system,0.0332,151786,122,1,0.00819672131147541,151664,41,0.000270334423462391,30.563,4.1705,223.9764
131425#Source of report of J00 (Acute nasopharyngitis [common cold]),European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0506,417138,5149,4,0.000776849873761896,411989,108,0.000262142921291588,2.965,1.0925,8.0465
131429#Source of report of J02 (Acute pharyngitis),European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0882,395742,22252,10,0.000449397806938702,373490,95,0.000254357546386784,1.7671,0.9209,3.391
131441#Source of report of J10 (Influenza due to identified seasonal influenza virus),European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0606,459449,1561,2,0.00128122998078155,457888,115,0.000251153120413726,5.1067,1.2608,20.6839
131529#Source of report of J84 (Other interstitial pulmonary diseases),European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0964,350181,4387,3,0.000683838614087075,345794,84,0.000242919194665032,2.8163,0.89,8.9125
40001#J180#Bronchopneumonia unspecified,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0514,292018,208,1,0.00480769230769231,291810,73,0.000250162777149515,19.3063,2.6707,139.562
41202#J01#Acute sinusitis,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0552,347950,210,1,0.00476190476190476,347740,93,0.000267441191694945,17.8858,2.4814,128.9184
41202#J019#Acute sinusitis unspecified,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0335,405428,128,1,0.0078125,405300,107,0.000264001973846533,29.8177,4.1301,215.2734
41202#J100#Influenza with pneumonia seasonal influenza virus identified,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0943,405672,372,1,0.00268817204301075,405300,107,0.000264001973846533,10.2071,1.4209,73.3216
41202#J439#Emphysema unspecified,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0982,298356,400,1,0.0025,297956,76,0.000255071218569185,9.8232,1.3627,70.8132
41202#J988#Other specified respiratory disorders,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.042,405461,161,1,0.0062111801242236,405300,107,0.000264001973846533,23.6678,3.2834,170.6037
Union#Block J00-J06#J00-J06 Acute upper respiratory infections,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0199,208631,5247,5,0.000952925481227368,203384,57,0.000280258034063643,3.4025,1.3633,8.4917
Union#Block J80-J84#J80-J84 Other respiratory diseases principally affecting the interstitium,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0997,168696,5616,4,0.000712250712250712,163080,49,0.00030046602894285,2.3715,0.8555,6.5737
Union#Block J90-J94#J90-J94 Other diseases of pleura,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0571,182718,20120,1,0.0000497017892644135,162598,45,0.000276756171662628,0.1795,0.0247,1.3026
Union#J00#Acute nasopharyngitis [common cold],European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0609,201620,5149,4,0.000776849873761896,196471,54,0.000274849723368843,2.8279,1.0238,7.8111
Union#J019#Acute sinusitis unspecified,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0591,180771,200,1,0.005,180571,54,0.000299051342685149,16.7985,2.3125,122.0261
Union#J040#Acute laryngitis,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0647,213701,242,1,0.00413223140495868,213459,58,0.000271714942916438,15.2669,2.1061,110.6691
Union#J10#Influenza due to identified seasonal influenza virus,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0725,201286,1561,2,0.00128122998078155,199725,55,0.000275378645637752,4.6573,1.135,19.1101
Union#J155#Pneumonia due to Escherichia coli,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0194,143266,76,1,0.0131578947368421,143190,36,0.000251414204902577,53.02,7.1763,391.7246
Union#J841#Other interstitial pulmonary diseases with fibrosis,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0885,160291,3449,3,0.000869817338358945,156842,46,0.000293288787442139,2.9674,0.9225,9.5459
Union#J986#Disorders of diaphragm,European,ptv5pcnt,Chapter X Diseases of the respiratory system,0.0565,158459,196,1,0.00510204081632653,158263,46,0.000290655427990118,17.6385,2.4204,128.5404
131631#Source of report of K52 (Other noninfective gastroenteritis and colitis),European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0348,417171,28079,2,0.0000712276078207913,389092,108,0.000277569315226219,0.2566,0.0633,1.0391
131651#Source of report of K64 (Haemorrhoids and perianal venous thrombosis),European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0559,435838,46046,5,0.000108587065108804,389792,101,0.000259112552335605,0.419,0.1707,1.0286
131661#Source of report of K71 (Toxic liver disease),European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0502,459449,202,1,0.00495049504950495,459247,116,0.000252587387614944,19.6917,2.7371,141.6667
20002#1504#anal fissure,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.055,304774,218,1,0.00458715596330275,304556,78,0.000256110534679993,17.9888,2.4911,129.899
20002#1599#constipation,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0891,262058,344,1,0.00290697674418605,261714,70,0.000267467540903429,10.8973,1.5094,78.6733
40002#K72#Hepatic failure not elsewhere classified,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0559,312421,246,1,0.0040650406504065,312175,72,0.000230639865460079,17.6929,2.4489,127.8298
40002#K729#Hepatic failure unspecified,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0561,313759,232,1,0.00431034482758621,313527,77,0.000245592883547509,17.6224,2.4407,127.2396
41202#Block K50-K52#K50-K52 Noninfective enteritis and colitis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0616,257081,19487,1,0.0000513162621234669,237594,64,0.000269367071559046,0.1905,0.0264,1.373
41202#K071#Anomalies of jaw-cranial base relationship,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0117,189705,40,1,0.025,189665,55,0.000289984973505918,88.3963,11.9334,654.794
41202#K123#Oral mucositis (ulcerative),European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0501,254139,192,1,0.00520833333333333,253947,67,0.000263834579656385,19.839,2.7401,143.6405
41202#K221#Ulcer of oesophagus,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0996,183903,4646,3,0.000645716745587602,179257,41,0.000228721890916394,2.8243,0.8743,9.124
41202#K402#Bilateral inguinal hernia without obstruction or gangrene,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0749,118002,2327,2,0.000859475719810915,115675,21,0.000181543116490166,4.7375,1.1102,20.2168
41202#K513#Ulcerative (chronic) rectosigmoiditis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0887,208945,366,1,0.00273224043715847,208579,52,0.00024930601834317,10.9867,1.5148,79.6866
41202#K572#Diverticular disease of large intestine with perforation and abscess,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0305,254951,1004,2,0.00199203187250996,253947,67,0.000263834579656385,7.5634,1.8506,30.9121
41202#K644#Residual haemorrhoidal skin tags,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0889,254295,348,1,0.0028735632183908,253947,67,0.000263834579656385,10.92,1.5117,78.8839
41202#K758#Other specified inflammatory liver diseases,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.055,212162,222,1,0.00450450450450451,211940,53,0.00025007077474757,18.0899,2.4907,131.3875
Union#Block K50-K52#K50-K52 Noninfective enteritis and colitis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0265,187310,29977,2,0.000066717816993028,157333,45,0.000286017555121939,0.2332,0.0566,0.9614
Union#Block K80-K87#K80-K87 Disorders of gallbladder biliary tract and pancreas,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0888,181133,34403,4,0.000116268930035171,146730,41,0.000279424793839024,0.416,0.149,1.1616
Union#K047#Periapical abscess without sinus,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0933,167121,1749,2,0.00114351057747284,165372,47,0.000284207725612558,4.027,0.9774,16.5918
Union#K071#Anomalies of jaw-cranial base relationship,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0167,165430,58,1,0.0172413793103448,165372,47,0.000284207725612558,61.7115,8.3711,454.9362
Union#K099#Cyst of oral region unspecified,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.011,165410,38,1,0.0263157894736842,165372,47,0.000284207725612558,95.069,12.7792,707.2527
Union#K103#Alveolitis of jaws,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0104,165408,36,1,0.0277777777777778,165372,47,0.000284207725612558,100.5015,13.4895,748.7728
Union#K221#Ulcer of oesophagus,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0934,127554,7752,5,0.00064499484004128,119802,35,0.000292148712041535,2.2085,0.865,5.6388
Union#K291#Other acute gastritis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.064,153001,1432,2,0.00139664804469274,151569,42,0.00027710151812046,5.0459,1.2203,20.8649
Union#K52#Other noninfective gastroenteritis and colitis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.04,183220,28282,2,0.0000707163566933032,154938,45,0.00029043875614762,0.2434,0.059,1.0035
Union#K529#Noninfective gastroenteritis and colitis unspecified,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0823,175871,22492,2,0.0000889205050684688,153379,45,0.000293390881411406,0.303,0.0735,1.2492
Union#K572#Diverticular disease of large intestine with perforation and abscess,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0469,166545,1173,2,0.00170502983802217,165372,47,0.000284207725612558,6.0078,1.4576,24.7625
Union#K579#Diverticular disease of intestine part unspecified without perforation or abscess,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0848,180742,17866,1,0.000055972237770066,162876,46,0.000282423438689555,0.1981,0.0273,1.4369
Union#K64#Haemorrhoids and perianal venous thrombosis,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0128,216322,65277,7,0.000107235320250624,151045,43,0.000284683372504883,0.3766,0.1694,0.8372
Union#K71#Toxic liver disease,European,ptv5pcnt,Chapter XI Diseases of the digestive system,0.0569,165574,202,1,0.00495049504950495,165372,47,0.000284207725612558,17.5003,2.4028,127.4574
131825#Source of report of L91 (Hypertrophic disorders of skin),European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.0077,431808,4760,5,0.00105042016806723,427048,105,0.0002458740001124,4.2756,1.7425,10.4914
41202#L57#Skin changes due to chronic exposure to nonionizing radiation,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.0916,373164,4140,3,0.00072463768115942,369024,93,0.000252016129032258,2.8767,0.9108,9.0863
41202#L570#Actinic keratosis,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.087,365794,3807,3,0.000788022064617809,361987,97,0.000267965424172691,2.9423,0.9322,9.2869
41202#L910#Hypertrophic scar,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.0673,350772,257,1,0.00389105058365759,350515,94,0.000268176825528151,14.562,2.0223,104.8597
Union#L308#Other specified dermatitis,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.0914,269321,344,1,0.00290697674418605,268977,74,0.000275116459771653,10.5942,1.4685,76.428
Union#L91#Hypertrophic disorders of skin,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.014,256256,4844,5,0.00103220478943022,251412,70,0.000278427441808665,3.7101,1.4968,9.1963
Union#L910#Hypertrophic scar,European,ptv5pcnt,Chapter XII Diseases of the skin and subcutaneous tissue,0.0883,227449,339,1,0.00294985250737463,227110,61,0.00026859231209546,11.0122,1.5221,79.6689
131869#Source of report of M15 (Polyarthrosis),European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0414,372265,15448,9,0.000582599689280166,356817,95,0.000266242920040245,2.1889,1.1048,4.337
131963#Source of report of M80 (Osteoporosis with pathological fracture),European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0327,342663,2526,3,0.00118764845605701,340137,91,0.000267539256240868,4.4432,1.4058,14.0435
20002#1537#joint pain,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0553,362473,1521,2,0.00131492439184747,360952,88,0.000243799729603936,5.3992,1.3281,21.9497
41202#M069#Rheumatoid arthritis unspecified,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0929,232938,2089,2,0.000957395883197702,230849,55,0.000238250977911968,4.0213,0.9802,16.4969
41202#M0694#Rheumatoid arthritis unspecified Hand,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0479,208882,183,1,0.00546448087431694,208699,55,0.000263537439086915,20.8436,2.869,151.429
41202#M1396#Arthritis unspecified Lower leg,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.079,321281,343,1,0.00291545189504373,320938,76,0.000236805862814625,12.3446,1.7118,89.0255
41202#M16#Coxarthrosis [arthrosis of hip],European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0805,307284,21946,10,0.000455663902305659,285338,71,0.000248827706088919,1.8316,0.9446,3.5515
41202#M161#Other primary coxarthrosis,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0378,292087,5044,4,0.000793021411578113,287043,69,0.00024038210302986,3.3008,1.2042,9.0482
41202#M206#Acquired deformity of toe(s) unspecified,European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0932,214948,350,1,0.00285714285714286,214598,59,0.000274932664796503,10.4191,1.4395,75.4119
41202#M214#Flat foot [pes planus] (acquired),European,ptv5pcnt,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0497,228676,191,1,0.00523560209424084,228485,60,0.000262599295358557,20.0373,2.7627,145.3251
